Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities,Appliances,Elevator,Room Area,Balcony,Floor,Links
House,Stone,320 sq.m.,3,6,3+,Designer Renovation,,"Verin Antarayin street, Yerevan","$3,000 monthly",USD,"House for rent in Verin Antarayin, at the top of the CascadeThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA186Translated from Armenian",Nov-24-2022_22-56,,3 or more spots,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/13553207
House,Stone,300 sq.m.,2,6,3+,Major Renovation,,"Mkhitar Heratsi Street, Yerevan","$1,500 monthly",USD,"For rent on HOSTEL Heratsi street, near the doctorThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/13620628
House,Stone,200 sq.m.,2,4,3+,Euro Renovation,,"Prague street, Yerevan","$1,500 monthly",USD,"Private house for rent in CiliciaThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/14223291
House,Stone,100 sq.m.,2,3,3+,Euro Renovation,,"Tairov street, Yerevan","$1,800 monthly",USD,"House for rent near Victory BridgeThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA324Translated from Armenian",Nov-24-2022_22-56,,,6,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/15133939
House,Stone,300 sq.m.,3,4,3+,Euro Renovation,1000 sq.m.,"Aygedzor street, Yerevan","$2,000 monthly",USD,"House for rent on Aygedzor streetThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA388Translated from Armenian",Nov-24-2022_22-56,,,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/14914378
House,Stone,640 sq.m.,2,5,3+,Major Renovation,460 sq.m.,"Fanarjian street, Yerevan","$2,000 monthly",USD,"Վարձով է տրվում առանձնատուն Քանաքեռումննջասենյակ - 4ճաշասենյակ - 2լողասենյակ - 2զուգարան - 3խոհանոց - 2ամառային խոհանոցպատշգամբ - 2զգեստասենյակլվացքատունավտոտնականվտանգության համակարգ (signalizacia, կամերաներ տարածքում)դեպոզիտԳործակալություն 50%",Nov-24-2022_22-56,,,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/16659102
House,Monolith,231 sq.m.,2,4,3+,Designer Renovation,,"Verin Antarayin street, Yerevan","$3,000 monthly",USD,"A private house is for rent in Verin Antarayin, at the top of the CascadeThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Code KA243Translated from Armenian",Nov-24-2022_22-56,,2 spots,8+,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/14010114
House,Stone,280 sq.m.,3,6,2,Major Renovation,120 sq.m.,"Prague street, Yerevan","$1,200 monthly",USD,House for rent in CiliciaThe house has all the utilitiesbaxiair conditionerdepositAgency 50%Translated from Armenian,Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/13707727
House,Stone,180 sq.m.,3,4,3+,Major Renovation,,"Aygedzor street, Yerevan","$1,000 monthly",USD,"A private house is for rent in Aygedzor-Baghramyan sectionThe house has all the utilitiesThere is property, equipmentbaxiair conditioneropen balconydepositAgency 50%Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/13750034
House,Stone,150 sq.m.,1,4,2,Designer Renovation,,"Saryan Street, Yerevan","$1,200 monthly",USD,"4-room apartment is for rent on Saryan street, near the post officeThe apartment has all the utilitiesThere is property, equipmentbaxiair conditionerdepositAgency 50%Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/14623617
House,Stone,111 sq.m.,1,2,1,Cosmetic Renovation,,"Armen Tigranyan street, Yerevan","$1,000 monthly",USD,"Վարձակալությամբ է տրվում առանձնատան երկրորդ հարկը:Ունի բաց պատշգամբ, բակ, գտնվում է այգու հարևանությամբԱնհատական ջեռուցման համակարգ, կոմունալ բոլոր տեսակի հարմարություններԿահավորված է, առկա է անհրաժեշտ տեխնիկան:Сдается второй этаж частного дома.Имеет открытый балкон, двор, находится рядом с садом.Индивидуальная система отопления, все коммуникацииМеблирована, есть необходимое оборудование.The second floor of a private house is for rent.It has an open balcony, a yard, is located next to a gardenIndividual heating system, all kinds of utilitiesIt is furnished, the necessary equipment is available.",Nov-24-2022_22-56,Available,Not available,2,Yes,No,By Agreement,By Agreement,"TElevision, internet, air conditioner","FRidge, stove, washing machine, iron, hair dryer",,,,,https://list.am/en/item/10656126
House,Stone,200 sq.m.,2,6,2,Major Renovation,160 sq.m.,"Karapet Ulnetsi Street, Yerevan","$2,600 monthly",USD,"Private house for rent, capitally renovated, furnished, heating system, air conditioner, appliances, 4 bedrooms.Code 7529Translated from Armenian",Nov-24-2022_22-56,,,5,Yes,No,Not included,2 months,,,,,,,https://list.am/en/item/17674905
House,Stone,650 sq.m.,4+,8+,3+,Designer Renovation,800 sq.m.,"Forest Street, Yerevan","$8,000 monthly",USD,"Անտառային փողոցում վարձով է տրվում 4 հարկանի շքեղ, յուրօրինակ դիզայներական լուծումներով և հիանալի դիրք ունեցող նորակառույց առանձնատուն։650 քմ բնակելի մակերես800 քմ տնամերձ հողատարածք։Առանձնատունը կապիտալ եվրոնորոգված է, ունի յուրահատուկ դիզայն, գեղեցիկ լուսավորություն և այն ամենն, ինչը տունը դարձնում է հնարավորինս հարմարավետ։Առանձնատունն ունի՝6 ննջասենյակ,8 լոգասենյակ,2 խոհանոց,8 բաց պատշգամբ։Տեղադրված են եվրո պատուհաններ, երկաթե դուռ, հատակը ծածկված է մանրահատակով և պրեսգրանիտով, սանհանգույցները սալիկապատված են և ապահովված անհրաժեշտ բարձրորակ սանտեխնիկայով։Ջեռուցվում է գազի կաթսաների միջոցով, ունի կաթսայատուն։Առանձնատունն ամբողջությամբ կահավորված է և համալրված ինքնատիպ պարագաներով։Նկուղային հարկում է գտնվում ՝խաղասրահը՝ բիլիարդի սեղանով,սանհանգույց,լողավազան,պահեստային մաս։1-ին հարկում՝հյուրասենյակ,ճաշասենյակ,խոհանոց,սանհանգույց։2-րդ հարկում՝4 ննջասենյակ՝ իրենց սանհանգույցներով և բաց պատշգամբներով։3-րդ՝ մանսարդային հարկում,2 ննջասենյակ1 սանհանգույց։4-րդ հարկը բացօթյա ազատ տարածություն է, որը նախատեսված է հանգստի համար, որտեղից բացվում է հիանալի տեսարան։Բակը շատ ընդարձակ է, կանաչապատ և խնամված, որտեղ կալողավազան,բուխարի,բացօթյա խոհանոց։Առանձնատունը պարսպապատ է,Ավտոտնակի դարպասները հեռակառավարվող են,Ունի ներքին հեռախոսագիծ,անվտանգության տեսահսկման ծառայություն,առանձին հոսանքի կայան։Կոդ՝ GS-27T",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/14408924
House,Stone,200 sq.m.,2,5,1,Designer Renovation,,"Marshal Babajanyan street, Yerevan","850,000 ֏ monthly",AMD,The house is renovated. Complete with necessary property and equipment. It is heated by an individual heating system (BAXI) It has air conditioning and an open balcony.Code AV0261Translated from Armenian,Nov-24-2022_22-56,Available,1 spot,8+,Negotiable,Negotiable,Not included,By Agreement,,,,,,,https://list.am/en/item/18186390
House,Stone,140 sq.m.,2,5,2,Euro Renovation,284 sq.m.,"Mirakyan street, Yerevan","$2,500 monthly",USD,"The house is renovated, equipped with necessary property and equipment. It has an individual heating system (BAXI), the floor is heated. It has 2 bathrooms.Code AV0262Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,6,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18186374
House,Stone,150 sq.m.,2,5,2,Euro Renovation,,"Armenak Armenakyan Street, Yerevan","$1,700 monthly",USD,"The house is renovated, equipped with necessary property and equipment. It has an individual heating system (BAXI) It has 3 bedrooms and 2 bathrooms.Code AV0264Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,8+,Negotiable,Negotiable,Not included,By Agreement,,,,,,,https://list.am/en/item/18185410
Townhouse,Monolith,120 sq.m.,2,4,2,Designer Renovation,150 sq.m.,"Mher Mkrtchyan distr. 7th street, Avan","$3,000 monthly",USD,"2 storey Town House for rent.The Town House is renovated, equipped with furniture and appliances.Individual heating system, heated floor. It has 2 bedrooms, 2 bathrooms, 2 halls, open balcony.Code AV0203Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,6,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18193602
House,Stone,158 sq.m.,2,4,2,Designer Renovation,700 sq.m.,"Պարույր Սևակի թաղամասի 10-րդ փողոց 1, Առինջ","$1,600 monthly",USD,"A 2-story private house is for rent.The house is renovated, equipped with furniture and appliances.Individual heating system, 4 bedrooms, 1 spacious hall, 2 bathrooms, open balcony, parking space.Code AV0218Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,6,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18193224
House,Stone,1000 sq.m.,3,8+,3+,Designer Renovation,2000 sq.m.,"Tsarav Aghbyuri Street, Yerevan","$10,000 monthly",USD,"The house is renovated. Complete with necessary property and equipment. It has an individual heating system (BAXI) It has 5 bedrooms, 3 bathrooms. The area of the land is 2000 SQM, beautiful and orchard.Code AV0282Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,8+,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18178401
House,Stone,80 sq.m.,1,3,1,Euro Renovation,20 sq.m.,"Vardan Achemyan Street, Yerevan","550,000 ֏ monthly",AMD,"The house is renovated, equipped with necessary property and equipment.The kitchen and bathroom are tiled.Heating is carried out by a gas boiler (Baxi)Code AV0455Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,5,Negotiable,Negotiable,Not included,By Agreement,,,,,,,https://list.am/en/item/18161971
Country House,Stone,300 sq.m.,1,6,2,Major Renovation,,Yerevan › Kentron,"75,000 ֏ daily",AMD,"A private house is for daily rent in the Center.Spacious green yard, barbecue, swimming pool.The interior is furnished, equipped with appliances.It has 4 separate bedrooms.The price will change overnight.Code 10349Translated from Armenian",Nov-24-2022_22-56,,,,,,,,,,,,,,https://list.am/en/item/17943213
House,Stone,150 sq.m.,2,5,2,Euro Renovation,200 sq.m.,"Mesrop Mashtots Avenue, Yerevan","$2,500 monthly",USD,"A 2-story private house is for rent.The house is renovated, equipped with furniture and appliances.Individual heating system, air conditioner, 3 bedrooms2 bathrooms, open balcony.Can serve as office space.Code AV0013Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,8+,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18219640
House,Stone,300 sq.m.,2,5,3+,Designer Renovation,300 sq.m.,"Armen Tigranyan street, Yerevan","$2,500 monthly",USD,"A 2-story private house is for rent.The house is renovated, equipped with furniture and appliances.Individual heating system, air conditioner, 4 bedrooms3 bathrooms, open terrace, swimming pool.Code AV0021Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,8+,Yes,Yes,Not included,By Agreement,,,,,,,https://list.am/en/item/18219501
House,Stone,228 sq.m.,2,6,3+,Designer Renovation,1200 sq.m.,"Avetis Aharonyan street, Yerevan","$2,500 monthly",USD,"Two-story private house for rent, living area: 228 sq. M. M. , the area of the backyard plot is 492 square meters. , parking lot 49 sq. M.:The house is fully renovated, equipped with furniture and appliances.Has an individual heating and cooling system,4 bedrooms, 1 office, 3 bathrooms, yard.Code AV0037Translated from Armenian",Nov-24-2022_22-56,Available,1 spot,8+,Negotiable,Negotiable,Not included,By Agreement,,,,,,,https://list.am/en/item/18219091
House,Stone,45 sq.m.,1,2,1,Major Renovation,5 sq.m.,"Kotovsky street, Yerevan","170,000 ֏ monthly",AMD,"2-room private house with land is for rent. In Shengavit, renovated, with all communal facilities.Translated from Armenian",Nov-24-2022_22-56,Available,Not available,2,Yes,No,By Agreement,By Agreement,,,,,,,https://list.am/en/item/17686025
