Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,106 sq.m.,1,4,1,,,Major Renovation,800 sq.m.,7,Yes,No,Not included,1 month,"Չայկովսկիի փողոց 19, Ստեփանավան","230,000 ֏ monthly",AMD,"Newly renovated 4-room detached house on Tchaikovsky Street, Stepanavan, near the famous Alea Park (only 10 minutes on foot)The house is fully renovated, furnished with necessary property and equipment.The house has a WI-FI internet connection.The house is provided with constant hot and cold water.THE HOUSE IS HEATING. There is also a fireplace in the house.Clean linen is available (you can bring your own if you wish) The kitchen is equipped with necessary utensils. The bathroom has all the necessary accessories.There are shops nearby, ready food delivery services are available in the city.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18554531
House,Stone,200 sq.m.,2,5,2,Available,1 spot,Major Renovation,120 sq.m.,8+,Yes,No,Included,By Agreement,Lorri › Stepanavan,"30,000 ֏ daily",AMD,It has been completely renovated. It has all the utilities.Translated from Armenian,Dec-15-2022_21-45,"Television, internet, barbecue oven, gazebo","Fridge, stove, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18552820
House,Stone,115 sq.m.,2,3,1,,,Euro Renovation,,4,Yes,No,Included,By Agreement,Lorri › Stepanavan,"300,000 ֏ monthly",AMD,"Сдаётся дом в Степанаване. Жилая площадь 95 кв. М2 спальни, гостиная, кухня и ванная. Есть все необходимые условия - горячая вода, стиральная машина холодильник, бесплатный интернет. Дом просторный и чистый. Есть балконы, дворик с газоном.Степанаван",Dec-15-2022_21-45,,,https://list.am/en/item/18399939
Country House,Stone,50 sq.m.,2,2,1,,,Euro Renovation,1000 sq.m.,3,Yes,Yes,Not included,By Agreement,Lorri › Vanadzor,"90,000 ֏ monthly",AMD,"За городом сдается двухэтажный отельный номер, новый ремонт, новая мебель, кухня общая. С балкона открывается прекрасный вид. В вашем распоряжении территория отеля.Адрес указан не точно, для уточнения набрать указанный номер.",Dec-15-2022_21-45,,,https://list.am/en/item/18437782
House,Bricks,86 sq.m.,4+,3,1,,,Euro Renovation,5 sq.m.,4,Yes,No,Not included,1 month,"Մեքենաշինարարների 1, Վանաձոր","50,000 ֏ monthly",AMD,"The apartment is located in K Vanadzor Taron 4 district.There are 3 rooms with all conditions for living.Gas, water, electricity and all other utilitiesTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18506175
Country House,Panels,120 sq.m.,1,2,1,,,Major Renovation,3000 sq.m.,5,Yes,Yes,Not included,1 month,Lorri › Vanadzor,"$1,300 monthly",USD,Дом расположен в 15 минутах от центра Ванадзора. Отопление электрическое. Также есть печь. Интернет работает с переносным модемом.,Dec-15-2022_21-45,,,https://list.am/en/item/18528307
House,Stone,60 sq.m.,2,2,1,,,Euro Renovation,400 sq.m.,7,Yes,Yes,By Agreement,By Agreement,Lorri › Stepanavan,"150,000 ֏ monthly",AMD,"The house is located in the central part of the city, has constant hot and cold water, is heated, has a parking space, a beautiful yard, a playground for childrenTranslated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18517016
House,Stone,60 sq.m.,1,2,1,,,Cosmetic Renovation,,4,Yes,Yes,Not included,By Agreement,Lorri › Stepanavan,"100,000 ֏ monthly",AMD,"Сдаю двухкомнатный частный дом в центре города -улица Сос СаргсянаРядом с домом находится кафе Караундж, в двух шагах находятся лучше магазины города, также школы и садикиНапротив дома находится центральный парк с детской игровой площадкойЕсть постоянная горячая и холодная вода, отоплениеПомимо всего что есть на фотографиях дома также есть стиральная машина, микроволновая печь и телевизорДом имеет большой садНа счёт подробной информации можете писать или звонить по номеру телефона",Dec-15-2022_21-45,,,https://list.am/en/item/18514653
Country House,Stone,1000 sq.m.,2,5,1,,,Designer Renovation,800 sq.m.,8+,Yes,Yes,Included,Without prepayment,Lorri › Vanadzor,"20,000 ֏ daily",AMD,"Двух этажный дом, 5 комнат",Dec-15-2022_21-45,,,https://list.am/en/item/18501466
House,Stone,100 sq.m.,2,4,1,,,Cosmetic Renovation,,7,Yes,Yes,Included,By Agreement,"Garegin Nzhdeh street, Stepanavan","20,000 ֏ daily",AMD,"Վարձակալության տրվող տարածքը գտնվում է Ստեփանավանում, Գարգառ գյուղում։* Առանձնատունն ունի ունի 4 ննջարան, հյուրասենյակ, խոհանոց, պատշգամբ և սանհանգույց (լոգասենյակ)* Ապահովված է տաք և սառը ջրով* Առանձնատունն ունի ընդարձակ բակ, տաղավար (բեսեդկա) ՝ նախատեսված 20 անձի համար, և կահավորված մանղալ* Առկա է ավտոկայանատեղի 3 ավտոմեքենայի համար* Տանը կարող են բնակվել 6-8 հոգի* Առկա է հեռուստացույց, անվճար WIFI* Խոհանոցը կահավորված է, առկա է սպասք* Ննջարաններում առկա են անկողնային պարագաներ* Վարձակալության տրվող տարածքը ջեռուցվում է գազի վառարանովԱմրագրելու համար զանգահարել: Սիրով սպասում ենք Ձեզ:* Վարձը կարող է փոփոխվել կախված հյուրերի և վարձակալած օրերի քանակից։",Dec-15-2022_21-45,,,https://list.am/en/item/15582766
House,Stone,155 sq.m.,2,3,1,,,Euro Renovation,,6,Yes,Yes,Not included,2 months,"Գրիգոր Նարեկացու փողոցի 6-րդ փակուղի 31, Վանաձոր","180,000 ֏ monthly",AMD,"Own house for rent in Vanadzor, with all utilities, with BAX system, it is a newly renovated, sunny and dry house, there is WiFi, it has a plot of land, fruit trees, a cattle shed, the 1st floor of the house is a full basement and a warehouse, the 2nd floor is residential, there is everything what to live in, gas stove, washing machine, TV, bed, bedding, etc.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18490485
House,Monolith,45 sq.m.,1,3,1,Available,Not available,Euro Renovation,1000 sq.m.,6,Yes,No,Included,1 month,Lorri › Gyulagarak,"150,000 ֏ monthly",AMD,"For details, call the indicated number.Translated from Armenian",Dec-15-2022_21-45,"Television, internet, barbecue oven, gazebo","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18490354
House,Stone,56 sq.m.,1,2,1,,,Euro Renovation,1000 sq.m.,4,Yes,No,Not included,2 weeks,"Улица Хачатура Абовяна 18-1, Ванадзор","150,000 ֏ monthly",AMD,"Сдаю дом с хорошим ремонтов, есть отопление, горячая холодная, вода.",Dec-15-2022_21-45,,,https://list.am/en/item/18476625
Townhouse,Stone,86 sq.m.,1,3,1,,,Designer Renovation,600 sq.m.,4,Yes,No,By Agreement,2 months,Lorri › Vanadzor,"10,000 ₽ monthly",RUB,Очень красивое место ближе к лесу. Одновременно в центре города...,Dec-15-2022_21-45,,,https://list.am/en/item/18088036
House,Stone,70 sq.m.,1,1,1,,,Partial Renovation,40 sq.m.,5,Yes,Yes,By Agreement,By Agreement,Lorri › Vanadzor,"5,000 ֏ daily",AMD,"Rooms, Guests. Details: Data:Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/18448857
House,Stone,200 sq.m.,1,2,1,,,Partial Renovation,100 sq.m.,,,,,,"Աղայան փողոց 12, Վանաձոր","90,000 ֏ monthly",AMD,"4-room house is for rent, furnished, with communal facilities, is in normal condition, has a garden, yard, parking place.Translated from Armenian",Dec-15-2022_21-45,,,https://list.am/en/item/17756030
House,Stone,47 sq.m.,1,3,1,,,Euro Renovation,2500 sq.m.,5,Yes,Yes,By Agreement,1 month,"Улица Карена Демирчяна 1/7А, Ванадзор","350,000 ֏ monthly",AMD,"Сдается в аренду два новых коттеджа c дизайнерским ЕВРОремонтом в живописном месте в 10 км от города Ванадзор. Есть все удобства: Теплый пол, интернет, телевидение. Во дворе 2 бассейна, теннисный стол, детская площадка, беседки c мангалом, ухоженный сад. Комплекс под охраной с видеонаблюдением и со своей парковкой.",Dec-15-2022_21-45,,,https://list.am/en/item/18447129
