Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Appliances,Window Views,Links
Stone,No,Not available,3,61 sq.m.,3,1,from 2.8 m,2,Not available,Available,Partial Renovation,Kotayk › Meghradzor,"$15,000",USD,"3-room apartment for sale, sunny side, old renovation/also for rent. Negotiable.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18509252
Monolith,Yes,Not available,3,58 sq.m.,2,1,from 3 m,1,Open balcony,Not available,Major Renovation,"6-րդ միկրոշրջան, Աբովյան","23,000,000 ֏",AMD,"Stylish renovated apartment in a newly built building, never lived in. It's a high first floor, it can be seen in the pictures. It has 2 entrances, can also be used as a commercial space.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18532807
Stone,No,Not available,2,94 sq.m.,3,1,from 2.8 m,1,Closed balcony,Not available,Partial Renovation,"38-րդ փողոց, Զովունի","$46,000",USD,"Two-story apartment on the 38th central street of Zovun, provided with all utilities, gas, electricity, water, on the first floor there is a spacious kitchen and bathroom, on the second floor there is a closed balcony and a large entrance, a living room and a large bedroom that can be converted into 2 comfortable bedrooms. The windows are euro, the roof has been changed, a spacious basement of 25 square meters, which is not included in the living area, there is no land, the garage space of 30 square meters is given without paper.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18531443
Panels,No,Available,9,745 sq.m.,3,1,from 2.75 m,6,Open balcony,,Partial Renovation,"8-րդ թաղամաս 18, Չարենցավան","17,000,000 ֏",AMD,"For sale, normal condition, price negotiableTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18573384
Stone,No,Not available,2,26 sq.m.,1,1,from 2.5 m,2,Open balcony,Not available,Cosmetic Renovation,"Զովունի 6 փողոց, Զովունի","$22,500",USD,"Read carefully, call again, the apartment is located in Zovuni, on the central street in front of the school, on the 2nd floor of a 2-story shared building, the entrance is separate with its own stairs. It is not gasified, but it is possible that the line is nearby. It has water, electricity and all other utilities. I don't have my own house. I am not an agent, for sale urgently, there is no problem with the paperwork. Home Zovuni's apartmentTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18451892
Panels,No,Available,9,66 sq.m.,2,1,from 2.7 m,8,Not available,Not available,Cosmetic Renovation,"8-րդ թաղամաս, Չարենցավան","$35,000",USD,"2-room apartment in Charentsavan city, cosmetic renovation, the apartment is for rent without furniture, European windows, iron doorCode 11101Translated from Armenian",Dec-15-2022_22-16,Intercom entry,Outdoor parking,,,https://list.am/en/item/18693591
Panels,No,Available,12,70 sq.m.,2,1,from 2.7 m,5,Not available,Not available,Euro Renovation,Kotayk › Abovian,"$70,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, has an individual heating system, the door is iron. For sale with property.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/17626431
Panels,No,Available,9,47 sq.m.,2,1,from 2.75 m,3,Not available,Available,Partial Renovation,"Սևանի փողոց, Աբովյան","$38,000",USD,"6th microdistrict, 2 rooms turned into 3, interior and exterior doors, windows, floor of the rooms - new, spacious and bright rooms,sunny side, endless view from the windows, beautiful panorama,there is no gas, because the kitchen has no connection with the outside, it will be allowed if you separate 0.5 square meters in the living roomhot apartment in January The cost of energy is 30-40 thousand dramsTranslated from Armenian",Dec-15-2022_22-16,Playground,"Outdoor parking, garage","Fridge, washing machine","Yard view, street view, city view, park view, view of Ararat",https://list.am/en/item/18526128
Panels,No,Available,9,82 sq.m.,3,1,from 2.8 m,4,Closed balcony,,Old Renovation,"Kentron block 9, Hrazdan","$27,000",USD,Gas price is negotiableTranslated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18487381
Stone,No,Not available,5,69 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Major Renovation,"Երիտասարդական փողոց, Աբովյան","$73,000",USD,"Fully renovated apartment for sale in Abovyan. With all property and equipment. Located next to the stadium. There is also a garage near the building, which is also for sale with an additional fee. It has an individual heating system. All wires and pipes have been replaced with new ones. Call 11:00-22:00If you agree, after the sale, we can rent your apartment and we are ready to pay AMD 150,000 per month.Translated from Armenian",Dec-15-2022_22-16,,,"Air conditioner, fridge, stove, dishwasher, washing machine","Yard view, street view",https://list.am/en/item/18657640
Stone,Yes,Available,9,73 sq.m.,3,2,from 2.7 m,4,Closed balcony,Available,Old Renovation,"8-րդ թաղամաս 1, Չարենցավան","$34,000",USD,"The apartment is located on the 4th floor of a 9-story building, it is sunny, it is gas-fired, it has an open balcony from the bedroom. The sale of the apartment is possible through a mortgage loan. Only real buyers should call.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18710162
Monolith,Yes,Not available,6,125 sq.m.,3,1,from 2.7 m,1,Not available,,No Renovation,"Hatis St, Abovyan","45,000,000 ֏",AMD,Վաճառվում են երկհարկանի թաունհաուսներ Աբովյան քաղաքում։ Շինարարական աշխատանքներն ավարտված են։ Հնարավոր է նաև վաճառք տարաժամկետ վճարումով։,Dec-15-2022_22-16,,,,,https://list.am/en/item/17201378
Stone,No,Not available,4,31 sq.m.,1,1,from 2.75 m,4,Open balcony,Not available,No Renovation,Kotayk › Hrazdan,"$10,000",USD,"Needs repair, electricity and water available. Price negotiableTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18709956
Panels,No,Available,9,93 sq.m.,4,1,from 2.8 m,9,Closed balcony,Available,Major Renovation,Kotayk › Abovian,"$80,000",USD,Квартира продается вместе с техникой,Dec-15-2022_22-16,,,"Fridge, stove, washing machine",,https://list.am/en/item/18646214
Stone,No,Not available,4,40 sq.m.,2,1,from 2.5 m,3,Closed balcony,Available,Old Renovation,Kotayk › Byureghavan,"$15,000",USD,Call for questions... Dormitory NegotiableTranslated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18562714
Monolith,No,Available,13,106 sq.m.,4,1,from 3.2 m,7,Closed balcony,Available,Cosmetic Renovation,Kotayk › Charentsavan,"$38,000",USD,"A 4-room apartment with all furniture is for sale in Charentsavan.️Address 1A district 2 shFloor 7/13The price is 38,000Translated from Armenian",Dec-15-2022_22-16,,,"Fridge, stove, washing machine","Yard view, street view",https://list.am/en/item/18443224
Panels,No,Not available,4,63 sq.m.,2,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation,Kotayk › Byureghavan,"$40,000",USD,"An apartment is for sale in Byureghavan, it has a storage room and a basement, if desired, we will also sell it together with a garage, the apartment is sold by the owner without an intermediary, the windows have been changed to euro, for questions, call the indicated number.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18524934
Panels,No,Available,9,50 sq.m.,2,1,from 2.7 m,1,Not available,,Major Renovation,Kotayk › Byureghavan,"$43,000",USD,"The apartment is on the sunny side, uninhabited. It is renovated, the bathroom is Partial. With all utilities. It is sold together with kitchen furniture.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18473080
Panels,No,Available,9,80 sq.m.,3,1,from 2.75 m,6,Closed balcony,Available,Old Renovation,"Երիտասարդության փողոց 15, Չարենցավան","$34,600",USD,"5 years 15 hoursUpstairs in front of the hospitalCondition, with propertyTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18433578
Stone,No,Not available,3,45 sq.m.,2,1,from 2.8 m,3,Closed balcony,Not available,Euro Renovation,Kotayk › Nor Hachen,"$34,000",USD,"Stone building, fully renovated, sunny,Heating System,Do not disturb the agents under any circumstances.Translated from Armenian",Dec-15-2022_22-16,,Outdoor parking,"Fridge, stove, washing machine","Yard view, street view",https://list.am/en/item/18688537
Panels,No,Not available,9,57 sq.m.,2,1,from 2.75 m,4,Not available,Available,Major Renovation,Kotayk › Hrazdan,"$32,000",USD,"2-room apartment for sale in Hrazdan city, Kentron district. The apartment is completely renovated, a heating system is installed. It is sold with the entire property.Translated from Armenian",Dec-15-2022_22-16,Playground,Outdoor parking,,,https://list.am/en/item/18692217
Panels,No,Available,9,76 sq.m.,3,1,from 2.75 m,7,Closed balcony,,No Renovation,"7-րդ թաղամաս 11, Չարենցավան","$33,000",USD,"I am selling a three-room apartment on the 7th floor of a 9-story building, the apartment is in good condition, not renovated, the location of the building is convenient, the transport stop is nearby, there are shops nearby, the school is close to the building.The kitchen and rooms are spacious, it has a closed balcony, it has two cellars (storage room) at the entrance directly on the 7th floor.The apartment is equipped with gas, there is a turbo gas stove in the living room.It also has a spacious closet inside, in the case of dismantling the spacious bathroom closet, you can add another small room or make it a large hallway.Price negotiableTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18392304
Monolith,No,Not available,3,700 sq.m.,6,2,from 3 m,3,Not available,Available,Major Renovation,Kotayk › Kamaris,"$150,000",USD,"The house is 330 square meters. For all other questions, please askTranslated from Armenian",Dec-15-2022_22-16,,Garage,"Fridge, stove, washing machine, drying machine",,https://list.am/en/item/18705031
Panels,No,Available,9,74 sq.m.,3,1,from 2.75 m,1,Closed balcony,Available,Partial Renovation,"4th microdistrict 5, Abovyan","$65,000",USD,"3-room apartment for sale with all utilities, heating system, heated floor, inside and outside door changed, windows changed (euro) It has a basement. Call for details. 4-micro 5 bdrm can also be mortgaged.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18556313
Panels,No,Available,9,74 sq.m.,3,1,from 2.75 m,1,Closed balcony,Available,Partial Renovation,"4th microdistrict 5, Abovyan","$65,000",USD,"For sale: 3-room apartment with all utilities, heating system, heated floor, inside and outside door changed, windows changed (Euro) It has a basement. Call for details. 4-micro 5 bedrooms. 1 bedroom. Can also be mortgaged.Translated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18556314
Stone,No,Not available,2,44 sq.m.,2,1,from 2.75 m,1,Not available,Not available,Old Renovation,"Vazgen Sargsyan street 1, Kasakh","$22,000",USD,The apartment is in need of repair.Translated from Armenian,Dec-15-2022_22-16,,,,,https://list.am/en/item/18562046
Panels,No,Not available,6,78 sq.m.,3,1,from 2.75 m,4,Not available,By agreement,Major Renovation,"Zoravar Andranik street, Nor Hachin","$69,000",USD,"There is a basement with the house on the ground floor of the 1st floor, it is cleanThe house has been renovated, the kitchen furniture and the hallway furniture will remainIn case of questions, only real buyers should call.Translated from Armenian",Dec-15-2022_22-16,,Outdoor parking,,Yard view,https://list.am/en/item/18670266
Monolith,Yes,Available,8,48 sq.m.,2,1,from 2.75 m,5,Open balcony,Available,Designer Renovation,"Khachik Muradyan Street 3, Tsaghkadzor","$90,000",USD,"Newly built apartment with property, there is an indoor swimming pool, gym, entertainment hallTranslated from Armenian",Dec-15-2022_22-16,,,,,https://list.am/en/item/18569434
Monolith,Yes,Available,9,55 sq.m.,2,1,from 3 m,8,Not available,By agreement,Euro Renovation,"Խաչիկ Մուրադյանի փողոց, Ծաղկաձոր","$57,000",USD,"Euro windowsHeating systemLaminate floor️property/equipmentIt is also available for rentPrice: 300,000 AMD /monthly rent/For more information call:*Agency commission is 2% of sale price.To see similar agency announcements, you can visit our page by clicking on the logo photo.Translated from Armenian",Dec-15-2022_22-16,"Intercom entry, concierge, playground",Outdoor parking,,"Yard view, park view",https://list.am/en/item/14409481
