Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Stone,324 sq.m.,1,4,1,Not available,1 spot,Cosmetic Renovation,,1112 sq.m.,Ararat › Geghanist,"$165,000",USD,"Կոդ՝ B-19524Վաճառվում է 1 հարկանի առանձնատուն Գեղանիստում։ Առանձնատունը կոսմետիկ վերանորոգված է: Մուտքի դուռը՝ երկաթյա, պատուհանները՝ փայտյա, հատակը՝ լամինատ, սալիկ։ Սանհագույցը՝ համակցված, սալիկապատ։ Ունի բաց լոջա, խոհանոցի կահույք, նկուղ, ավտոտնակ, օժանդակ շինություն, ջերմոց, քարե պարիսպ, ջեռուցման համակարգ, մշտական խմելու և ոռոգման ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 1-storey house for sale in Geghanist․ The rooms' quantity is 4 (a hall and 3 bedrooms) The house is cosmetically renovated. The entrance door is iron-made, the windows are wooden, the floor is covered by laminate and is tiled. The bathroom is combined and tiled. The house has a balcony, kitchen furniture, cellar, garage, auxiliary building, greenhouse, stone fence, heating system and is supplied with constant irrigation and drinking water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/14866567
House,Stone,88 sq.m.,1,4,1,Not available,Not available,Major Renovation,,180 sq.m.,Ararat › Geghanist,"$70,000",USD,"Newly built private houseArarat, Geghanist180/88 sq. M. 4 roomsconnection renovatedgas, water, electricityfence, gatenear the highwayCode BB1001Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17854899
House,Stone,77 sq.m.,1,3,1,Not available,Not available,No Renovation,,350 sq.m.,Ararat › Geghanist,"$55,000",USD,"Geghanist village, Ararat region350/77 sq. M.3 rooms1 storey / stone /Construction work is in progressPossibility of gas water supplyNear Big s / m.Will be handed over. RenovatedCode BB1002Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17854903
Townhouse,Stone,124 sq.m.,3,2,2,Not available,Not available,Major Renovation,,81 sq.m.,Ararat › Norabats,"$57,000",USD,"BB993:Townhouse for saleArarat, Newly opened• 124/81 square meters• 3 rooms• 2 floors_•renovated• Euro windows•Heating System• 2 tiled bathrooms• Open balcony• Parking• Near the highwayTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17828863
House,Stone,250 sq.m.,1,4,1,Not available,Not available,No Renovation,,120 sq.m.,Ararat › Nor Kharberd,"$44,000",USD,"New Kharberd village, Ararat regionWith an area of 250/120 square meters4 roomsnewly builtcut / plasteredIt is possible to increase the land with a surcharge. Near gas station, gas, water, electricity. There is a sewerCode BB1017Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17891255
House,Stone,670 sq.m.,1,4,1,Available,Not available,Major Renovation,,160 sq.m.,Ararat › Geghanist,"$120,000",USD,"BB1028:Private house for saleArarat, Geghanist• 670/160 square meters• 4 rooms• 1 storey_•renovated• Euro windows• gasified• The bathroom is tiled• fence•gate• Parking•fruit gardenTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17921263
House,Stone,1000 sq.m.,1,6,1,,Not available,Cosmetic Renovation,,243 sq.m.,Ararat › Dashtavan,"$50,000",USD,"Own house for saleDashtavan village, Ararat regionwith an area of 1000/243 square meters6 roomsnewly builtsolid constructionbasementgardencultivated land fencedgas, water2 km from YerevanCode BB991Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17809736
House,Stone,300 sq.m.,1,4,1,Not available,Not available,No Renovation,,100 sq.m.,Ararat › Ayntap,"$42,000",USD,"Private house for saleArarat, Ayntap4 roomsArea of 100/300 square meters1 storey_0 condition eachCode SG691Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17795359
House,Stone,70 sq.m.,1,3,1,Not available,Not available,No Renovation,,200 sq.m.,Ararat › Nor Kharberd,"$28,000",USD,"Ararat, Ayntapprivate house: 200/70 sq. M. / newly built /3 roomsutilities are available.Masis / near the highway /Code BB757Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17080951
House,Monolith,70 sq.m.,1,3,1,Not available,Not available,Partial Renovation,,385 sq.m.,Ararat › Geghanist,"$52,000",USD,"Ararat regionvillage Geghanist: 385/70 newly built3 rooms fenced under renovationupon completion: $52,000Code BB1058Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18055243
House,Stone,85 sq.m.,1,3,1,,,No Renovation,,3500 sq.m.,Ararat › Nor Kyurin,"$20,000",USD,"Under the summer houses of Nor Kyurin there are 2 basements, an orchardTranslated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17486102
House,Stone,230 sq.m.,2,4,2,Available,3 or more spots,Major Renovation,,1400 sq.m.,Ararat › Argavand,"$250,000",USD,"BITCOIN:The house is located in a very quiet district, close to the main street. The house is fully repaired, the windows are of European production, the entrance door is iron, the bathroom is tiled, individual heating system is installed, air conditioner. The total area of the land is 1400 square meters, fenced on all sides, in the yard there are fruit trees, a chat room, a large garage for trucks. There is an attic with a separate entrance on the surface of the house.The apartment is for sale together with the property and equipment.Trading is also possible through Bitcoin (Crypto Exchange) Best Capital.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale price.Code A164Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/15774127
Country House,Stone,1100 sq.m.,3,1,1,,,Partial Renovation,,,Ararat › Nor Kyurin,"$25,000",USD,"Urgent sale of large and various fruit trees with an area of 1000 square meters with a three-storey stone building. It has a separate bathroom, permanent water, three-phase electricity.It has a wonderful view to Mount Masis.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17797769
House,Panels,100 sq.m.,1,5,1,,,No Renovation,,1200 sq.m.,"Սիփանիկի խճուղի, Հովտաշատ","$25,000",USD,"The apartment has 4 rooms of 100 square meters. It needs renovation, ( (I REPEAT THE APARTMENT IS NOT RENOVATED, DAMAGED CONDITION)) IT NEEDS RENOVATION FOR APPOINTMENT, PLEASE LOOK AT THE PICTURES CAREFULLY) the ceiling height is about 3m, the windows are European, it has constant hot, cold and irrigation water. By the way, water is free here. It has gas and electricity, the bathroom inside the apartment is 3x3 square meters, the apartment is 1-1.5 meters above the ground, the land area is 1200 square meters. Chulan 3x2 sq. M. Corridor 3x2 square meters and 4x2 square meters. The living room is 6x6 square meters, two bedrooms are 5x3 square meters, the bedroom is 3x4 square meters, the kitchen is 4x4 square meters. The floor is still there. There are fruit trees on the plot: Walnut, mulberry, apple, cherry, samorodzina, dambul, slore, grape vine, etc. The village has lighting, a school and a kindergarten. There is a bus in the village. The price is $25,000. Negotiable. There is high speed internet.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17320789
House,Stone,165 sq.m.,1,4,2,,,Major Renovation,,1000 sq.m.,Ararat › Arbat,"$95,000",USD,The house is capitally renovated.Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/17610895
House,Stone,250 sq.m.,1,3,1,,2 spots,Old Renovation,,1000 sq.m.,"Մխչյան փողոց 71, Արտաշատ","$60,000",USD,Normal situationwithering of grapesfruitful treeMkhchyan 70:Translated from Armenian,Nov-25-2022_00-18,,,https://list.am/en/item/17729472
House,Stone,300 sq.m.,2,7,3+,Available,3 or more spots,Major Renovation,"ELectricity, water supply, sewerage",800 sq.m.,"17-րդ փողոց 1, Այնթափ","$200,000",USD,"A 2-storey detached house is for sale in Aintap. The total area is 800 meters, the living area is 300 meters. The gate is iron. The doors are iron. There is a modern swimming pool with all the accessories for summer recreation. There is a barbecue. All windows are euro. There are 2 furnished halls on the first and second floor. It has 5 bedrooms, furnished with modern products and has walk-in closets. 3 bathrooms are tiled with Italian tiles. The kitchen is equipped with the best products and appliances. Tree drip water system. Permanent water. Call for more information.Translated from Armenian",Nov-25-2022_00-18,"SWimming pool, barbecue oven, gazebo","AIr conditioner, fridge, washing machine, drying machine",https://list.am/en/item/18139421
House,Stone,150 sq.m.,1,4,1,Not available,3 or more spots,Partial Renovation,,,Ararat › Geghanist,"$80,000",USD,"Private house for sale in Geghanist, 2 km away from Yerevan, 250 sq. M. In total, the remaining 150 house is in the yard, has a basement, manual, permanent water, is located in the central part of the village, close to the kindergarten, bus stop, supermarket, has individual heating system.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/13571532
House,Stone,113 sq.m.,1,4,1,Not available,1 spot,Partial Renovation,,1140 sq.m.,Ararat › Ararat,"25,000,000 ֏",AMD,"Very Urgent sale of a private house near the house in the village of Khachpar (in the beginning) The living area of the house is 113 square meters, the area of the land is 1140 square meters. The windows of the house are partly of European production, the bathroom is tiled, it has a basement, it is gasified with 4 points, a gas boiler is installed. There is a 26.5 sq. M. Half-built building, a 10 sq. M. Bathroom, a 3 sq. M. Poultry house in the area. The house is partially renovated and is in good condition.CODE 279:Code Code279Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/17014821
House,Monolith,160 sq.m.,1,3,2,,,Partial Renovation,,640 sq.m.,"1-ին փողոց 42, Այնթապ","55,000,000 ֏",AMD,"The total area of the house is 160 sq/m, the total area of the land is 640 sq/m. The house is newly built, not inhabited. It is located on the 1st line of the North-South highway, 2 km away from Yerevan. In Aintap community. It is a very solid building, fenced on 3 sides, with a gate, a parking lot, the yard is lined with basalt, both outside and inside, underfloor heating, fire plaster, capital. $135,000, mortgage option.Translated from Armenian",Nov-25-2022_00-18,,,https://list.am/en/item/18318126
House,Stone,120 sq.m.,2,2,1,Available,Not available,Major Renovation,,750 sq.m.,Ararat › Nor Kharberd,"$120,000",USD,"Կոդ՝ B-19576Վաճառվում է 2 հարկանի առանձնատուն Նոր Խարբերդում։ Առաջին հարկը կապիտալ վերանորոգված է, 2-րդ հարկում միջսենյակային բաժանումները արված չեն։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ։ Սանհանգույցը՝ համակցված, սալիկապատ։ Ունի ծածկապատշգամբ, խոհանոցի կահույք, խորդանոց, քարե պարիսպ, անվտանգության համակարգ, օդորակիչ, մշտական ջուր և գազ։ Առանձնատան հետ վաճառվում է նաև 240քմ մակերեսով կահույքի արտադրամաս համապատասխան սարքավորումներով, եռաֆազ հոսանքով։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Nor Kharberd. The rooms' quantity is 2 (a hall and a bedroom) The ground floor is newly renovated, the inner divisions of the second floor are not done. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathroom is combined and tiled. The house has a veranda, kitchen furniture, storage room, stone fence, air-conditioner, security system and is supplied with constant water and gas. With the house is also being sold a 240sq. M furniture factory with appropriate equipment, three-phase electricity.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-18,,,https://list.am/en/item/14690590
