Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links
House,Stone,1140 sq.m.,2,8+,3+,,,Partial Renovation,8067 sq.m.,Kotayk › Yeghvard,"$330,000",USD,"Two adjacent private houses are for sale in Yeghvard, Kotayk region.The total area of the land is 8067 square metersArea of private houses:The area of the 1st private house is 562.9 sq. M.The area of the 2nd private house is 577.3 sq. M.*The first private house consists of:1st floor: Spacious entrance hall, living room (60 sq / m), kitchen, bathroomThe 2nd floor consists of a hall, 5 bedrooms and a bathroom. On the 2nd floor there is a terrace, which can be used as a summer kitchen or an open-air playroom. The house has 1 large open balcony overlooking the park and 1 small balcony, from which a wonderful view of Aragats and Ara mountains opens.The house also has a well-maintained, spacious basement, the ceiling height of which is more than 3 m. Due to the windows, the basement also has external lighting and ventilation. The basement can be used as a pantry, storage or other purposes.The house is built on reliable reinforced concrete columns. The walls are lined with 2 tuff floors. The interior decoration works are partially done. The corridors, the kitchen, as well as all the bathrooms are tiled, equipped with sanitary ware. The floor of the rooms is covered with parquet. The stairs are covered with ceramic granite.*Second, the newly built private house is in zero condition.Has,spacious basementThe 1st floor consists of an entrance hall, a large living room, a kitchen, a bathroom and a balconyThe dividing works of the 2nd floor are not done, it can be divided as desiredIn front of the private houses there is a garden with various fruit trees. Irrigation water passes near the land, a pump is installed. Drinking water is available 24 hours a day, if necessary, there is 1 t ․ capacity tank.There is a big garage for 2 cars between the private houses. The land is completely fenced, it also has an inner fence, which separates the private houses.All the communications are available, if desired, a separate electricity substation can be installed.This wonderful place can be used for business purposes as well. Given the location and climatic conditions, it is very suitable for hotel business, eco-tourism or turning the area into a recreation area and to carry out other similar activities.Code 8227136Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/8227136
House,Stone,459 sq.m.,1,8+,2,,,Designer Renovation,2500 sq.m.,Kotayk › Nor Yerznka,"$160,000",USD,"Realty Consult ID` Y 970Վաճառվում է առանձնատուն:Կոտայք, գ. Նոր ԵրզնկաՀողամասը՝ 2500 քմ, որից 1220 սեփականաշնորհվածԲնակելի շինություն 459.69 քմ, 1 հարկ + ձեղնահարկ, քարե, առաստաղ՝ 3,0 մ:ԳԻՆԸ՝ 160.000 $, (սակարկելի)Առանձնատունը ունի 8 բնակելի սենյակներ և 2 սանհանգույցներ,Առանձնատունը համալրված է հետևյալ կոմունիկացիաներով և համակարգերով՝ ջուր, կոյուղի, էլեկտրականություն,Հողամասը հարթ է, պարսպապատ և բարեկարգված, մուտքի հատվածում տեղադրված է բարձրորակ դարպաս: , սալապատ բակ, լողավազան, կազմակերպված են հանգստի գոտինեՇինությունը կառուցված է ժամանակակից ստանդարտներին համապատսխան, համալրված արդի ինժեներական ցանցերով, համակարգերով և կոմունիկացիաներով:Մուտքի դռներ՝ բարձրորակ փայտե երեսվածքով, ներքին դռները՝ որակյալ փայտանյութ, պատուհանները՝ բարձրորակ մետաղապլաստե:Առանձնատան ներքին հարդարանանքը գտնվում է գերազանց վիճակում, իրականացված յուրահատուկ դիզայներական լուծումներով, թանկարժեք շինանյութերի և հարդարման տարրերի կիրառմամբ:Realty Consult ID` Y 970Продается жилой дом.Котайк, Нор Ерзнка,Земельный участок 2500 кв. М,Жилая площадь 459.70 кв. М, 1 этаж + чердак, каменный, высота потока 3м.ЦЕНА: 160.000 $,Количество жилых комнат 8, санузлов 2Дом подключен к необходимым коммуникациям: Вода, газ, электричество,Земельный участок ровный, огражден и благоустроен, у входа установлены качественные ворота, асфальтированный двор,Дом построен в соответствии с современными стандартами, обеспечен всеми необходимыми инженерными сетями, системами и коммуникациями.Входная дверь с высококачественной деревянной обшивкой, межкомнатные двериз качественной древесины, окна из высококачественного металлопластика.Внутренняя отделка отличная, выполнен дизайнерский ремонт с использованием дорогостоящих материалов.Realty Consult ID` Y 970Sale a house.Kotayk, Nor ErznkaArea lot 2500 sq. M,Stone residential building 459.69 sq. M, 1 floor + attic, ceiling 3.0 m.Price 160.000 $,The house has 8 rooms, and bathrooms,The house has the all communications` Water, sewer, gaz, electricity,The area is flat, fenced and well-improved. There is a high-quality gate close to the entrance and there is a laskaping area.The building is built in modern standarts and with engineering networks.The interior of the house is in an excellent condition, it is made with unique design, expensive material",Nov-24-2022_23-14,,,,https://list.am/en/item/12039273
House,Stone,180 sq.m.,3,6,3+,,,Partial Renovation,500 sq.m.,Kotayk › Dzoraghbyur,"$155,000",USD,"ID 1034:A private house is for sale in Dzoraghbyur summer housesdouble stone structure, 9 m front partThere is a garage on the 1st floor2nd floor - living room - 42 sq. M., kitchen, bathroom, balcony3rd floor - 5 bedrooms, bathroomdrinking water, irrigation wateris gasifiedtonratun, sauna, pavilionTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/15166894
House,Stone,1000 sq.m.,1,3,1,,,Old Renovation,,"Erevanyan street, Garni","$25,000",USD,"Garni Hatsavan village, in the best part of the village at the beginning, has an orchard.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17313859
House,Stone,484 sq.m.,2,8+,3+,Not available,2 spots,No Renovation,,Kotayk › Proshyan,"$200,000",USD,"House for sale in Proshyan, near the main road, the total area of the house is 480 square meters, the land is 2306 square meters with fruit trees, the house is very convenient as a business guest house, recreation area, it also has a 50 square meter garage.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0108Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/14506479
House,Stone,350 sq.m.,2,6,2,Not available,Not available,No Renovation,700 sq.m.,"2-րդ Ամառանոցային փողոց 44, Արամուս","4,500,000 ₽",RUB,"Постоянное проживание собственника в Москве. Продается земельный участок с домом в пригороде города Абовяна, рядом с селом Маяковский, под финишную отделку. Общая площадь дома 350 кв. М. , 3 этажа (0й, 1й, 2й) В доме 3 входа (один хозяйственный через кухню) Входные двери металлические, отделанные дубом, с витражным стеклом, на втором этаже двери на балкон также с витражным остеклением. Кухня 30 кв. М. , 2 санузла (1й и 2й этажи) Всего 6 комнат, 2 больших холла. Пластиковые окна, мраморные подоконники. Газ, вода (хол. И гор.), электричество, канализация (централизованные) Земельный участок 7 соток, недостроенный бассейн (23.4 кв. М.) На участке растут плодовые деревья, он огорожен каменным забором. Один собственник. Возможен торг.",Nov-24-2022_23-14,,,,https://list.am/en/item/16266461
House,Stone,129 sq.m.,2,5,1,Available,Not available,Cosmetic Renovation,800 sq.m.,Kotayk › Garni,"$60,000",USD,"Urgent!A 2-storey private house is for sale in Garni at a cheaper price than the market price, there is permanent drinking water, irrigation water, electricity, the gas line passes by the house, it is very easy to build, the 2nd floor of the house is partially renovated. The house has a beautiful view.Located on Geghard road,It is the 1st line.It is possible to sell it together with property and equipment.For details, call the indicated phone numberTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17569132
,Stone,650 sq.m.,,8+,,,,,,Kotayk › Arinj,"$280,000",USD,"Продаю новый дом! Дом 2 этажный с общей площадью 650м2 на участке 1200 м2,построен из качественных материалов, стеклопакеты толстые привозились из РФ как и многие материалы. Толстые стены, скрытая крыша, дизайнерский ремонт.Звоните на Viber и WhatsApp расскажу подробнее.",Nov-24-2022_23-14,,,,https://list.am/en/item/15752858
House,Stone,158 sq.m.,1,4,1,By agreement,3 or more spots,Euro Renovation,1000 sq.m.,Kotayk › Arinj,"$210,000",USD,"Code 504191-storey house for sale in Arinj. It is fenced. Iron entrance door, euro windows, air conditioner installed. The floor is covered with laminate. The kitchen floor is presgranite. It has an individual heating system. The bathroom is covered with European-made tiles, equipped with sanitary ware.The house has an orchard.Call for more information.Translated from Armenian",Nov-24-2022_23-14,"ELectricity, water supply, natural gas",,,https://list.am/en/item/18161263
House,Stone,1860 sq.m.,2,5,1,,,Cosmetic Renovation,,Kotayk › Argel,"$45,000",USD,"Վաճառվում է երկհարկանի ամառանոց Կոտայքի մարզի Քարաշամբ գյուղում։ Ընդհանուր մակերեսը 1860քմ, բնակելի մասը 181 քմ։ Ունի մշտական ջուր, գազ, հոսանք ինչպես նաև պտղատու ծառեր։",Nov-24-2022_23-14,,,,https://list.am/en/item/15400184
House,Stone,110 sq.m.,1,3,1,,,No Renovation,230 sq.m.,"Zovuni 4 Street, Zovuni","$85,000",USD,"Newly built apartment for sale in Zovuni. There is gas, electricity, water, sewerage. Completely fenced.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17878514
House,Stone,160 sq.m.,2,3,1,,3 or more spots,Major Renovation,,Kotayk › Hrazdan,"35,000,000 ֏",AMD,"The house is located 3 km away from Tsakhkadzor, on the main street of Micro-district. It is newly built, capitally renovated, with individual heating system, illuminating.For sale with kitchen furniture, with certain property.The 1st floor has 3 boxes of car service and storage room.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17363204
House,Stone,208 sq.m.,2,5,2,,,Euro Renovation,400 sq.m.,"1-ին փողոց 1, Վերին Պտղնի","$150,000",USD,2-storey private house in Verin Ptghni is for sale. The house is fully renovated and has all the utilities.Code 015645Translated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/17056252
House,Stone,270 sq.m.,2,6,3+,Available,Not available,Major Renovation,"10,000 sq.m.",Kotayk › Charentsavan,"$200,000",USD,"Two-storey private house with an area of 9x15, which includes 5 bedrooms, 1 living room, kitchen, storage room, gym, all utilities are available, including drinking and irrigation water, the land is 1 hectare and fully fenced with 4x2.5 concrete walls, there are about 700 productive tree, there is an irrigation pipeline in the whole area, the price is negotiableTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/18141834
