Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Elevator,Parking,Room Area,Balcony,Floor,Links
House,Stone,240 sq.m.,2,4,2,,,Major Renovation,2000 sq.m.,,,,,,Tavush › Acharkut,500 ₽ daily,RUB,"Сдадим этаж в двухэтажном доме, все удобства. Авто в распоряжении. В 5ти км современный супермаркет.Дом расположен в с. Ачаркут, в 20ти км от Иджевана, в живописном месте в лесу, участок омывается двумя чистыми горными речками, рядом родник, удобный подъезд, большая парковка, навес 100кв. М, большой мангал, все удобства. Сдается помесячно.",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/18020372
House,Stone,140 sq.m.,1,3,1,,,Old Renovation,90 sq.m.,4,Yes,No,Not included,1 month,Tavush › Dilijan,"150,000 ֏ monthly",AMD,"A private house is for rentTavush, Dilijn, Kalinin street• 3 rooms• 140/90 square meters• 1st floor_• Good condition• Euro windows• gasified• With all amenities• The bathroom is tiledCode VM820Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17573582
House,Stone,600 sq.m.,2,4,1,,2 spots,Major Renovation,1500 sq.m.,8+,Yes,Yes,Included,By Agreement,Tavush › Dilijan,"60,000 ֏ daily",AMD,The house is provided with all the communal and household amenities.Code LD044Translated from Armenian,Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17267175
Country House,Stone,65 sq.m.,2,4,1,Available,1 spot,Major Renovation,,8+,Yes,No,Not included,By Agreement,Tavush › Dilijan,"40,000 ֏ daily",AMD,"Code 0036 The house is located in Teghut, it has 3 bedrooms, 1 living room with an open divan, it has a large storage room, in the back there is also a garden, a pavilion, a barbecue and the possibility to watch movies on a big screen (with a projector) If you wish, you can travel in the mountains of Dilijan, the car will take you close to the highest peaks of our mountain range.Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14515091
Country House,Stone,850 sq.m.,1,3,1,Available,Not available,Euro Renovation,1500 sq.m.,6,Yes,No,Not included,By Agreement,Tavush › Haghartsin,"50,000 ֏ daily",AMD,"Code 0011 4-room country house for daily rent in Dilijan for up to 12 people.4 rooms80 square metersRenovated in designer style.️It has 3 bedrooms, one living room bathroom and a kitchen equipped with modern appliances. A stylish wooden fireplace is availableTranslated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17766510
Country House,Stone,750 sq.m.,1,4,1,Available,Not available,Major Renovation,,8+,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"140,000 ֏ daily",AMD,"A luxurious private house is for daily rent in Dilijan.Here are all the facilities for your complete rest.Has a beautiful yard,Pavilion for about 30 peopleFireplace,Barbecue,Parking for 2 cars.H. Գ. Please call 11: 00-20: 00Code 7863Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14174539
Country House,Panels,320 sq.m.,3,5,2,,,Cosmetic Renovation,2000 sq.m.,8+,Yes,No,Not included,By Agreement,Tavush › Ijevan,"70,000 ֏ daily",AMD,"Code 0030 Two-story private house for daily rent in IjevanOpen balcony with a beautiful viewGreen yardSwimming pool 6/4/1.5Summer pavilionChat roomMangalCar parkingThe guest house has 2 floors.On the first floor there is a kitchen, a living room, a separate bathroom and a separate toilet.On the second floor there are 4 bedrooms, 2 of which have a balcony, a lounge with its own balcony and a toilet. The guest house has free Wi-Fi and TV channels. There is a large garage in the yard and another parking space under the roof. There is a barbecue in the back of the house, it has a large swimming pool, in a green garden. There is a beautiful country house. There are productive trees in the garden: Oranges (dates), hazelnuts, figs, pears, currants.The guest house accepts up to 12 people.Check-in: (entry) 2:00 p. MCheck-out (exit) 12.00Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17986191
House,Stone,100 sq.m.,2,3,1,,Not available,Designer Renovation,,6,Yes,No,Not included,By Agreement,Tavush › Dilijan,"60,000 ֏ daily",AMD,"Code: 0347:Two-storey stone house in Dilijan,Completely new building, wooden interior,2 bedroomsbathroom,Internet: Wi-fi,constant hot and cold water,dishes,barbecuebeddingSmart TV TV,fireplacePrice is negotiable depending on the week, days քանակ number of peopleTranslated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/15468458
Country House,Stone,150 sq.m.,2,4,2,Available,2 spots,Designer Renovation,,8+,Yes,No,Not included,By Agreement,Tavush › Dilijan,"50,000 ֏ daily",AMD,"Օրավարձով տրվում է երկհարկանի առանձնատուն գեղատեսիլ Դիլիջանի կենտրոնում: Ոնի 3 ննջասենյակ՝ պատշգամբով, որտեղից բացվում է գեղեցիկ տեսարանհյուրասենյակ՝բուխարիովխոհանոց2 սանհանգույցբակամառային խոհանոցառանց միջնորդի",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14498901
House,Stone,170 sq.m.,2,4,1,,,Designer Renovation,1000 sq.m.,8+,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"70,000 ֏ daily",AMD,"Code 0056 A beautiful and comfortable private house in Dilijan National Park is available for daily and long-term rent.The mansion is located in the forest on the way to Parz Lake, which is an ideal place to get away from everyday life. The surroundings are completely forest nature.Cost per day:Monday - Thursday - AMD 70,000Friday, Saturday and Sunday - AMD 100,000A discount will apply if you book 2 or more days.Up to 8 peopleTranslated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/18234949
Country House,Stone,200 sq.m.,2,5,2,,,Major Renovation,,8+,Yes,No,Not included,By Agreement,Tavush › Dilijan,"110,000 ֏ daily",AMD,"Code 0054 Private house for rent in Dilijan city. Capital renovated. It has 4 bedrooms. The house is designed for 8-10 people. It has a pavilion, a fireplace, designed for 20-25 people. There is parking for 2 cars.Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/18176485
Townhouse,Stone,150 sq.m.,2,4,2,,,Major Renovation,,8+,Yes,Yes,Included,By Agreement,Tavush › Dilijan,"80,000 ֏ daily",AMD,The house is provided with all utilities and household facilities.Translated from Armenian,Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/18048644
House,Stone,500 sq.m.,3,6,3+,,,Major Renovation,1000 sq.m.,8+,Yes,No,Included,By Agreement,Tavush › Dilijan,"150,000 ֏ daily",AMD,"Code 0141:ATTENTION!Read the full description of the house, requirements, prepayment rulesLuxury villa for daily rent in Dilijan150,000 AMD per dayWineryCinema hallSaunaSwimming poolBonfire sectionOpen balconies with forest view5 bedrooms6 bathroomsLiving room:BarbecueInternetProvisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE PAYMENT is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 0141Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/12120080
Country House,Stone,100 sq.m.,2,4,1,,,Major Renovation,,8+,Yes,No,By Agreement,By Agreement,Tavush › Ijevan,"110,000 ֏ daily",AMD,"Code 0176:A private house is for daily rent in Ijan, with a beautiful nature view.The house has all the amenities. 4 bedrooms. 1 living room. Bathroom. Wifi. Large pool. Fantan. Pavilion, barbecue. BilliardsThe maximum is 11-12 people.The price for one day is 110,000, depending on the number of days, it is negotiable.To get acquainted with our other announcements, you can click on the name.Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17985749
House,Stone,1000 sq.m.,2,5,2,,,Major Renovation,,8+,Yes,No,Included,By Agreement,Tavush › Dilijan,"50,000 ֏ daily",AMD,"Code 086:--ATTENTION -----Read the full description of the house, the requirements, the rules of prepaymentA summer house in Dilijan is for daily rent45,000 drams per dayThe house is availableBedroom: 3 piecesLiving room: 2, with fireplaceBathroom 2 ոգ bath - 1 pieceinternet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heating, barbecue, pavilion barbecue in the yard, gardenBooking provisions+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 086Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14399711
Country House,Stone,60 sq.m.,2,3,1,,,Designer Renovation,20 sq.m.,6,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"30,000 ֏ daily",AMD,"Code 0151:--ATTENTION -----Read the full description of the house, the requirements, the rules of prepaymentA private house is for daily rent in the center of Dilijan,The house is for daily rentIN SUMMER30,000 drams per dayAUTUMN-SPRING25,000 drams per dayThe house is 2-storey,Bedroom: 2 piecesLiving room with 1 open sofaBathroom: 1 pieceThere is a barbeque with its bottles in the yard; Internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils, heating system.Provisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/17395222
House,Stone,80 sq.m.,1,2,2,,,Designer Renovation,,5,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"25,000 ֏ daily",AMD,"Code 0145:Read the full description of the house, the requirements, the rules of prepaymentAn apartment is for daily rent in Dilijan, in Yeghniner Park20,000 drams per dayBedroom: 2 piecesLiving room with 1 open sofaBathroom: 1 pieceInternet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heating,Provisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 0145Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14028860
Country House,Wooden,15 sq.m.,1,1,1,,,Designer Renovation,,3,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"30,000 ֏ daily",AMD,"Code 0178AttentionRead the full description of the house, terms and conditions, down payment rulesA cottage house in Dilijan is for daily rent30,000 drams per dayBedroom with living roomBathroom and bathtub: 1 pcPavilion, barbecue with its bottles; parking space, bed linen and towels Kitchen, kitchen appliances, Kitchenware heatingProvisions+ Entry 13.00 Exit 11.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code 0178-Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/18103698
House,Stone,200 sq.m.,2,4,2,,,Major Renovation,,8+,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"55,000 ֏ daily",AMD,"Code 019055000Available:4 bedrooms1 living roomKitchenBathroom-tub 3 pcsInternetkitchen utensils, appliances.Code Kod 0190Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/12154091
House,Stone,70 sq.m.,1,4,2,,,Major Renovation,,6,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"55,000 ֏ daily",AMD,"Code 078-----ATTENTION-----Read the full description of the house, terms and conditions, down payment rulesA cottage for daily rent in Dilijan55,000 per dayThe mansion is availableBedroom: 3 pcsLiving room: 1 pcBathroom and bathtub: 2 pcsinternet, parking, bed linen and towels, kitchen, kitchen appliances, washing machine not available, kitchen utensils, heating, barbecue, barbecue in the yard, gardenMaximum 7-8 people;Booking Terms+ Entry 14.00 Exit 12.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 078Translated from Armenian",Nov-24-2022_23-02,,,,,,,,https://list.am/en/item/14141823
