Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Stone,1790 sq.m.,,,,,Yerevan › Nubarashen,"$690,000",USD,"A two-storey hotel is for sale not far from Erebuni Museum. The hotel is located on the front line.The total area of the land is 1790 square metersThe area of the building is 903.2 square metersThe hotel has a total of 11 rooms, 1 of which is a deluxe with 2 bedrooms. All rooms have their own bathrooms. It has its own large kitchen with its own storage area. There is a banquet hall for about 100 people. On the ground floor there are study rooms, a laundry room, a bathroom. The hotel has 2 open balconies.The hotel is heated by a gas boiler, an air conditioner is installed. All the communications are available, there is three-phase electricity.The hotel is fenced, has a beautiful, green yard, where various trees and shrubs are planted. In the yard there are outdoor pavilions, a beautifully shaped water pool.The hotel has a parking lot for about 25 cars.• Kind Regards #AsatryanConsulting team:The best for you!Best for you!Luchshee for you!Lo mejor para ti!The best for you!最 适合 您Code 17998705Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17998705
Multifunctional Space,Stone,150 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,"Bagratunyats Avenue, Yerevan","59,000,000 ֏",AMD,"Semi-detached, has a basement of 90 square meters, electricity, water,code 24820Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/16855843
Multifunctional Space,Stone,341 sq.m.,,,,,"Gyulbenkyan street, Yerevan","$295,000",USD,"Արաբկիր համայնքի Գյուլբենկյան փողոցում վաճառվում է բազմաֆունկցիոնալ տարածք:Ընդհանուր մակերեսը կազմում է 342 քմ:Բաղկացած է 2 հարկերից:Առաջին հարկի մակերեսը կազմում է 180,32 քմ:Բաղկացած է 3 ընդարձակ, 3 սրահներից:Տարածքը գտնվում է առաջնագծում: Ունի 3 մուտք:Կիսանկուղային հարկի մակերեսը 161 քմ է:Կարող է ծառայել որպես պահեստային տարածք:Բաժանված է 4 սրահների. Առկա է նախասրահ, 2 սանհանգույց:Առկա են բոլոր կոմունիկացիոն հարմարությունները: Կարող է շահագործվել տարբեր նպաատակներով:Կոդ 15155313",Nov-24-2022_21-56,,https://list.am/en/item/15155313
Multifunctional Space,Stone,190 sq.m.,Not available,Not available,First Line,Separate from the Street,"Komitas Avenue, Yerevan","$220,000",USD,Urgent UrgentNear Komitas CITYTwo floors95 + 95 m.Translated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/13461681
Functioning Business,Stone,90 sq.m.,Available,Not available,First Line,Separate from the Street,"Zakian street 8, Yerevan","$270,000",USD,"An operating business, a dental clinic, is for sale on the ground floor of a 5-storey stone building on Zakyan Street.• The dental clinic has a two-way entrance from the street, from a separate yard.• The area has been operating as a dental clinic for 10 years.• Has a reception area, a separate room for a dental technician, 2 working rooms.• For sale with all the property and equipment.• Heating is provided by air conditioners.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service commission - 2% of the sale price.Code GC025Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17563172
Multifunctional Space,Panels,186 sq.m.,Available,Not available,First Line,Separate from the Courtyard,"Yeznik Koghbatsi street, Yerevan","$370,000",USD,"An operating business, a dental clinic, is for sale on the 1st floor of a building located on Yeznik Koghbatsi Street.• The area consists of 148 sq. M. From the 1st floor, from a separate semi-basement, 38 sq. M.• The 1st floor area in turn has a semi-basement area of 8 sq. M. With two-way entrance and 26 sq. M. Mansard section, which is used as a warehouse.• The dental clinic consists of an entrance hall, a reception room, an X-ray room, 4 working rooms, 1 private room, a disinfection room and 2 bathrooms.• The area has a heating and cooling system.• The dental clinic is equipped with the necessary equipment.For more details, call the mentioned phone number.The area is shown under a real estate display contract.Service commission - 2% of the sale price.Code KR242Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17387084
Multifunctional Space,Monolith,410 sq.m.,By agreement,Not available,First Line,Common from the Street,"Խանջյան փողոց 2/1, Երևան","$1,100,000",USD,"In the most active part of Yerevan, next to the Ring Park and the Pedagogical University, a large commercial area is for sale, which functions as a restaurant.• The area consists of 2 newly built buildings, numerous pavilions, auxiliary structures, a bar.The main building has 386 square meters. Area, first floor, 2nd mezzanine floor, basement, terrace (150 sq. M.)The second is a tonratun, 24 sq. M. Area.• The land area is 2146 square meters, it is for rent until 2027.• Heating and cooling are provided by chillers.• There is also a parking lot for 11 cars ազատ free parking spaces for 8 cars.• Currently the area is rented and acts as a restaurant.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service commission - 2% of the sale price.Code KR199Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17713113
Retail Space,Stone,160 sq.m.,By agreement,Available,First Line,Common from the Street,"Tumanyan street, Yerevan","$485,000",USD,"In one of the most active parts of Yerevan, on Tumanyan street, a large, 2-storey business is for sale, which is located on the first line.• The area has a bright position and stained glass windows,• Consists of 2 large halls, 2 storage areas.• Has 2 tiled bathrooms,• Two-way entrance from Tumanyan street and from the yard;• Security system, cameras are installed.• The area now functions as a clothing store, very convenient for various activities,• The existing business is sold with its logo, websites, high quality clothing,• Business and area are also sold separately.For other details, write or call the mentioned numbers.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale price.Code SKP065Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17422216
Building,Stone,2195 sq.m.,By agreement,Available,First Line,Common from the Street,"Ալեքսանդր Մյասնիկյան պողոտա 38/3, Երևան","$3,000,000",USD,"A universal commercial territory is for sale on Nor Nork Myasnikyan avenue, near the road.• The land area considered to be the property of 1610 sq. M. The building is 2195 square meters.• It is in zero condition, there are external windows.• The building consists of 3 floors and other auxiliary buildings.• The area was intended for a sports and health complex.• Design Permit (DPA) is available for a 4-storey building.• Suitable for any type of activity: Hospital, business center, office, shopping center.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service commission - 2% of the sale price.Code KR210Translated from Armenian",Nov-24-2022_21-56,,https://list.am/en/item/17387081
Office Space,Monolith,800 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,Yerevan › Arabkir,"$1,000,000",USD,Վերանորոգված է1ին հարկ առանձին մուտքԲոլոր սենյակներում պատուհաններ3մուտքՍտորգետնյա ավտոկայանատեղի,Nov-24-2022_21-56,,https://list.am/en/item/12776679
Retail Space,Stone,300 sq.m.,Not available,Not available,First Line,Separate from the Street,"Marshal Baghramyan Ave, Yerevan","$1,200,000",USD,First lineCrowded placeShowcases:2-storey separate buildingIt is close to Barekamutyan metro stationTranslated from Armenian,Nov-24-2022_21-56,,https://list.am/en/item/16470039
Restaurant,Stone,400 sq.m.,Available,Not available,First Line,Separate from the Courtyard,"Melik Adamyan Street 3, Yerevan","$1,400,000",USD,"A fully renovated, furnished restaurant with all the necessary equipment is for sale in the historical center of Yerevan, close to the Republic Square.The restaurant is surrounded by commercial buildings, non-governmental organizations and government buildings, and is relatively far from residential areas.During the renovation of the restaurant, only natural materials were used, which are preferred in terms of thermal insulation and acoustics: Tuff, felsite, travertine, natural whole wood.Basement, 400 m2, 3 entrances.The restaurant has two banquet halls, one separate wine cellar, under which there is a wine cellar visible for guests, as well as two open-air platforms. The restaurant has a spacious kitchen and a storage space.Equivalent to $ 1,100,000. Վաճառվում է ամբողջությամբ վերանորոգված, կահավորված և ամհրաժեշտ բոլոր սարքավորումներն ունեցող ռեստորան Երևանի պատմական կենտրոնում՝ Հանրապետության հրապարակին կից:Ռեստորանը շրջապատված է կոմերցիոն տարածքներով, հասարակական կազմակերպություններին պատկանող տարածքներով ու կառավարական շենքերով, և համեմատաբար հեռու է գտնվում բնակելի տներից:Ռեստորանի վերանորոգման ժամանակ օգտագործվել են բացառապես բնական, ջերմամեկուսացման ու ակուստիկայի տեսանկյունից նախընտրելի բնական նյութեր՝ տուֆ, ֆելզիտ, տրավերտին, բնական ամբողջական փայտ:Կիսանկուղային հարկ, 400մ2, 3 մուտք:Ռեստորանն ունի երկու հանդիսությունների սրահ, մեկ առանձնացված գինետուն, որի տակ գտնվում է հյուրերի համար տեսանելի, գինիների պահպանման համար նախատեսված նկուղը, նաև՝ երկու բացօթյա հարթակ: Ռեստորանն ունի ընդարձակ խոհանոց և պահեստային մաս:1,100,000 ԱՄՆ դոլլարին համարժեք:Продается полностью отремонтированный, мебелированный и оборудованный всей необходимой техникой ресторан в историческом центре Еревана, в непосредственной близости от Площади Республики.Ресторан расположен в окружении коммерческих зданий, зданий принадлежащих общественным организациям и правительственных зданий, в относительном отдалении от жилых домов.При ремонте ресторана были использованы исключительно натуральные, предпочтительные с точки зрения термоизоляции и акустики местные материалы: Туф, фельзит, травертин и натуральная цельная древесина.Цокольный этаж, 400м2, 3 входа.В ресторане есть два зала, винный погреб, под которым находится застекленное хранилище для вин, а также две летние площадки. Просторная кухня и складское помещение.Эквивалент 1,100,000 долларов США.",Nov-24-2022_21-56,,https://list.am/en/item/16525077
