Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links
House,Stone,285 sq.m.,3,5,3+,Designer Renovation,525 sq.m.,"Այգեգործական փողոց, Ջրվեժ","$4,500 monthly",USD,"• Տրվում է սեփականատիրոջ կողմից• Կապիտալ վերանորոգված• Կառուցված է 2 տարի առաջ• Ամսական վարձակալության գինը ՝ $4500• Օրավարձը ՝ $250 (մին 3 օր)• Գազ• Ջուր• Լողավազան• Բուխարի• Թոնիր• Հանգստյան գոտի• WiFi գոտի• Անվտանգության համակարգ• Տեսախցիկներ ողջ երկայնքով• Տարածքի պատասխանատու• Երկարաժամկետ վարձակալության դեպքում այլ գին է (նվազագույնը 6 ամիս) ։• Сдаётся без посредника• Построен 2 года назад• Ежемесячная стоимость аренды $4500 (долларов США)• Посуточная стоимость аренды $250 (долларов США, минимум 3 дня)• Газ• Вода• Бассейн• Камин• Тондир• Зона отдыха• WiFi-зона• Система безопасности• Камеры расставлены по всему периметру• В случае долгосрочной аренды цена другая (минимум 6 месяцев)",Dec-15-2022_21-34,Available,2 spots,"Television, internet, air conditioner, swimming pool, sauna, fireplace, barbecue oven, gazebo, alarm system","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, water Heater, iron, hair dryer",8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/18708508
House,Stone,150 sq.m.,2,4,2,Major Renovation,280 sq.m.,"Zovuni 39 street, Zovuni","450,000 ֏ monthly",AMD,"Sunlight windows, euro doors, European-made bathrooms, tiled, heating system with jacuzzi property and equipment, fully furnished, laminate floorTranslated from Armenian",Dec-15-2022_21-34,Available,2 spots,,,5,Yes,Yes,Not included,2 months,https://list.am/en/item/18398575
House,Stone,225 sq.m.,2,8+,1,No Renovation,400 sq.m.,"8-րդ միկրոշրջան, Աբովյան","100,000 ֏ monthly",AMD,"Own house for rent. Needs repair. Is also given partially. You can repair even 1 or 2 rooms and live, the money will come out of the rent. It is desirable to be a craftsman. The price is contractual. For more information call. Idle people should not call. ArthurTranslated from Armenian",Dec-15-2022_21-34,Not available,1 spot,,,5,Yes,Yes,Not included,1 month,https://list.am/en/item/18690935
House,Stone,100 sq.m.,3,3,1,Euro Renovation,700 sq.m.,"Նոր Թաղամասի 1-ին փողոց 37, Վերին Պտղնի","300,000 ֏ monthly",AMD,"The house is located 500 meters above the Abovyan gai post office. It has Euro windows, Baksi. For more information callTranslated from Armenian",Dec-15-2022_21-34,Not available,Not available,,,6,Yes,Negotiable,Not included,By Agreement,https://list.am/en/item/18635808
Country House,Stone,175 sq.m.,1,4,2,Euro Renovation,1200 sq.m.,Kotayk › Hrazdan,"40,000 ֏ daily",AMD,For more information call…Translated from Armenian,Dec-15-2022_21-34,,,,,8+,Yes,Yes,Included,By Agreement,https://list.am/en/item/18556979
Country House,Stone,96 sq.m.,2,2,1,Euro Renovation,500 sq.m.,"Ձորաղբյուր 1-ին թաղամաս 13, Ձորաղբյուր","300,000 ֏ monthly",AMD,"There is a gas heating system, water and electricity, a security system, cameras, parking for three cars, an orchard, a barbecue grill and a chat room.Translated from Armenian",Dec-15-2022_21-34,Available,Not available,"Television, internet, fireplace, barbecue oven, alarm system","Fridge, stove, washing machine, water Heater",4,Yes,Yes,Not included,1 month,https://list.am/en/item/18676161
Country House,Stone,150 sq.m.,2,3,1,Cosmetic Renovation,600 sq.m.,Kotayk › Dzoraghbyur,"300,000 ֏ monthly",AMD,"A 2-storey house is for rent in Dzoraghbyur. It has water, gas, tank system, air conditioners.Translated from Armenian",Dec-15-2022_21-34,Available,2 spots,,,4,Yes,Yes,Not included,1 month,https://list.am/en/item/18574309
Country House,Stone,140 sq.m.,1,5,1,Cosmetic Renovation,1300 sq.m.,Kotayk › Zoravan,"200,000 ֏ monthly",AMD,"The summer house is located 17 km from Yerevan. The bathroom is renovated, the house is heated, hot and cold water is constant, internet in the garden, automated gasoline generator of 6 kW capacity, garage, chat room (беседка) for 15 people, dining room for children. On the 2nd floor there is an operating business (heat-loving strawberry)Translated from Armenian",Dec-15-2022_21-34,Available,1 spot,,,8+,Yes,Yes,Not included,2 months,https://list.am/en/item/18376711
House,Stone,270 sq.m.,2,6,3+,Major Renovation,1000 sq.m.,Kotayk › Dzoraghbyur,"$2,000 monthly",USD,"The house is in very good condition, newly renovated, uninhabited. Constant water and gasTranslated from Armenian",Dec-15-2022_21-34,,3 or more spots,,,8+,Yes,Yes,Not included,By Agreement,https://list.am/en/item/18510379
House,Monolith,70 sq.m.,2,3,1,Euro Renovation,500 sq.m.,"1-ին փողոց 12, Բյուրեղավան","140,000 ֏ monthly",AMD,"Նոր վերանորոգված ամբողջությամբ կահավորված։կոմունալ բոլոր հարմարություններով ապահովված։Գինը սակարկելի.Новый ремонт, полностью меблирована, со всеми коммуникациями.Цена договорная.Translated from Armenian",Dec-15-2022_21-34,Available,2 spots,,,2,Yes,Yes,Included,By Agreement,https://list.am/en/item/18556837
House,Stone,90 sq.m.,1,4,1,Cosmetic Renovation,100 sq.m.,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"Code 0211Apartment in TsaghkadzorThe apartment has 1 bedroom1 living roomKitchenBathroom_tub:Maximum: 4 peopleOne day: 25,000 dramsCode 0124Translated from Armenian",Dec-15-2022_21-34,Available,3 or more spots,,,4,Yes,No,By Agreement,By Agreement,https://list.am/en/item/12450757
Country House,Cassette,56 sq.m.,1,3,1,Partial Renovation,700 sq.m.,Kotayk › Argel,"80,000 ֏ monthly",AMD,Сдаётся 3 комнатная квартира в гетаргель,Dec-15-2022_21-34,Partial Furniture,Not available,,,8+,Yes,No,Not included,1 month,https://list.am/en/item/18704850
House,Stone,54 sq.m.,1,2,1,Major Renovation,100 sq.m.,"Ուռենիների փողոց 6, Քասախ","180,000 ֏ monthly",AMD,"A house for rent, with communal facilities, adjacent to Vahagn district, newly renovated, with property.Translated from Armenian",Dec-15-2022_21-34,Available,Not available,,"Fridge, washing machine",4,Yes,Negotiable,Not included,By Agreement,https://list.am/en/item/18597348
Country House,Stone,250 sq.m.,2,4,2,Major Renovation,500 sq.m.,"Jrvezh 2-nd street, Yerevan","$2,500 monthly",USD,"A private house is for rent in the Dachni district of Jrvezhi, it has all utilities, for details call.Translated from Armenian",Dec-15-2022_21-34,Available,2 spots,,,7,Yes,Yes,Not included,2 months,https://list.am/en/item/18411513
Country House,Monolith,4500 sq.m.,3,8+,3+,Major Renovation,,"Ավետիք Իսահակյանի փողոց, Ծաղկաձոր","$3,000 monthly",USD,"Not for daily rent, only for long term. Also sale if desired.Translated from Armenian",Dec-15-2022_21-34,Available,3 or more spots,"Television, internet, air conditioner, swimming pool, sauna, fireplace, barbecue oven, gazebo, alarm system","Fridge, stove, washing machine, water Heater, iron, hair dryer",8+,Yes,Yes,Not included,By Agreement,https://list.am/en/item/18599644
House,Stone,62 sq.m.,1,2,1,Euro Renovation,,Kotayk › Tsakhkadzor,"30,000 ֏ daily",AMD,"It is rented by the day, with all utilities, all appliances, everything is there, the money is transferred in the amount of the previous days.Translated from Armenian",Dec-15-2022_21-34,,,,,,,,,,https://list.am/en/item/18395936
House,Stone,300 sq.m.,2,6,2,Euro Renovation,1600 sq.m.,"Լուսավորության փողոց 18, Ձորաղբյուր","$2,500 monthly",USD,"I am renting for at least 3 months, everything is suitable for living, the house is located on the main road, it is 6 km away from Yerevan. You can see the rest of the pictures of the house in my other ads.Translated from Armenian",Dec-15-2022_21-34,Available,1 spot,"Television, internet, gazebo","Fridge, washing machine, water Heater",8+,Yes,Yes,Included,1 month,https://list.am/en/item/18607004
House,Wooden,50 sq.m.,2,2,1,Major Renovation,,"Mher Mkrtchyan street 1, Ծաղկաձոր","35,000 ֏ daily",AMD,"Enjoy your vacation in one of the cozy corners of Tsaghkadzor - Woodland Cottages.In the wooden cottages surrounded by pine trees, you can enjoy a pleasant and peaceful rest around the warm stove.The cottage is designed for 4 people. Has.Living room-kitchen,bathroom on the first floor,bedroom on the second floor.Wi-Fi:35,000 drams per day.Translated from Armenian",Dec-15-2022_21-34,Available,Not available,"Television, internet, barbecue oven, gazebo","Fridge, stove, microwave, hair dryer",4,Yes,Negotiable,Not included,By Agreement,https://list.am/en/item/18704392
Country House,Stone,100 sq.m.,2,3,1,Major Renovation,1200 sq.m.,Kotayk › Verin Ptghni,"50,000 ֏ daily",AMD,A 3-room summer house with all amenities is for rent.Translated from Armenian,Dec-15-2022_21-34,Available,1 spot,,,5,Yes,Yes,By Agreement,By Agreement,https://list.am/en/item/18386249
Country House,Stone,90 sq.m.,2,5,3+,Euro Renovation,600 sq.m.,"Հարոյան փողոց 50/5, Բյուրեղավան","500,000 ֏ monthly",AMD,"Summer house for rent in Nurnus, has all utilities: Gas, water, Baxi system. There is a warm floor on the first floor of the house.There is also an indoor pavilion with a small kitchen. There is also a heated floor in the booth. The booth is suitable for IT activities.WI Fi super fastTranslated from Armenian",Dec-15-2022_21-34,Available,3 or more spots,,,8+,Yes,Yes,Not included,1 month,https://list.am/en/item/18410204
Country House,Stone,600 sq.m.,2,5,2,Major Renovation,250 sq.m.,"Այգեգործական փողոց 5, Ձորաղբյուր","$1,500 monthly",USD,"2-storey, completely renovated. There is gas, electricity, water.Translated from Armenian",Dec-15-2022_21-34,Available,Not available,,,8+,Yes,No,By Agreement,By Agreement,https://list.am/en/item/18474656
House,Stone,45 sq.m.,1,2,1,Euro Renovation,37 sq.m.,Kotayk › Zovuni,"180,000 ֏ monthly",AMD,"Own house for rent. It has a plot, fruit trees, parking lot. The price is negotiable.Translated from Armenian",Dec-15-2022_21-34,Available,1 spot,"Television, internet, barbecue oven, gazebo","Fridge, water Heater",2,Negotiable,Negotiable,Not included,2 months,https://list.am/en/item/18621213
Country House,Stone,1800 sq.m.,1,2,2,Designer Renovation,,"Եղվարդի խճուղի, Երևան","70,000 ֏ daily",AMD,"The whole area with a swimming pool is for rent.Booth for up to 50 people,Swimming pool 12 / 4.5,Kitchen with all amenities, dishes.All amenities are availableThe price is negotiable according to the number of persons.Code 0041Translated from Armenian",Dec-15-2022_21-34,Available,3 or more spots,,,8+,Yes,Yes,Not included,By Agreement,https://list.am/en/item/18017117
House,Stone,250 sq.m.,3,7,2,Major Renovation,800 sq.m.,Kotayk › Argel,"$1,200 monthly",USD,"Տրվում է երկարաժամկետ ($1200) վարձով կամ օրավարձով (100000) 3 հարկանի նորակառույց առանձնատուն Արգել (Լուսակերտ), գյուղում ։5 ննջասենիակ, նախասրահ հյուրասենիակ=խոհանոց, 2 լոգարան, Լոգարաններից մեկը գտնվում է ննջասենիակում, Առաջին հարկ ։ավտոտնակ, խաղասրահ փարթիռոոմ հնարավոր է կազմակերպել մինչ 40 հոգանոց առիթներ, երկրորդ հարկ երեք ննջասենիակ հյուրասենիակ֊խոհանոց, երկու լոգարան Նախասրահ, երրորդ հարկ։երկու ննջասենիակ ընդարձակ շենքի 4 կողմով պատժգամբ։6մեքենայի պարկինգ պարսպից ներս, ևս 10 + մեքենա պարսպից դուրս։Сдается на длительный срок (1200$) или посуточно (100000) 3-х этажный частный дом новой постройки в Аргеле(пос. Лусакерт) 5 спален, холл, гостиная=кухня, 2 санузла, один из санузлов расположен в спальня. Первый этаж. Парковка, игровая комната, комната для вечеринок. Мероприятия до 40 человек, второй этаж, три спальни, гостиная-кухня, два санузла. Холл, третий этаж: Две спальни, просторный балкон во круг здание. Парковка на 10 + машинTranslated from Armenian",Dec-15-2022_21-34,Available,1 spot,"Television, internet, swimming pool","Fridge, stove",8+,Yes,No,Included,By Agreement,https://list.am/en/item/18662794
