Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,300 sq.m.,2,5,2,,1 spot,Partial Renovation,170 sq.m.,Yerevan › Ajapnyak,"$185,000",USD,"Two-storey private house for sale in the central part of Ajapnyak, total 300 sq. M., residential 170 sq. M., the whole area is fenced, the private house is partially renovated, has individual heating system, 2 bathrooms tiled, has an open balcony, for details callTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/17085748
House,Stone,1000 sq.m.,2,8+,3+,,2 spots,Major Renovation,820 sq.m.,"Noy District, Yerevan","$390,000",USD,"A two-story detached house for sale, total 1000 square meters, living area 320 square meters, completely renovated, the entire area is fenced, has a well-kept yard, orchard, fireplace, summer pavilion, parking space, there is an individual heating system, call for detailsTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/18100781
House,Stone,1000 sq.m.,3,8+,3+,,2 spots,Partial Renovation,400 sq.m.,Yerevan › Malatia-Sebastia,"$275,000",USD,"Three-storey private house is for sale in Malatia-Sebastia community. The area is completely fenced, the house is partially renovated, has a basement, call for detailsTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/17085779
House,Stone,430 sq.m.,2,8+,2,Not available,1 spot,Partial Renovation,,Yerevan › Davitashen,"$280,000",USD,"An internal two-storey private house of 400 sq. M. Is for sale, 240 sq. M. Of living space, a three-storey basement floor with the surface of an oni house, the first floor is partially renovated, tiled bathroom, baxi system, the second floor is in zero conditionCode-42N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14213542
House,Stone,380 sq.m.,2,5,2,Not available,2 spots,Major Renovation,,Yerevan › Davitashen,"$300,000",USD,"Newly built two-storey private house is for sale, total 380 sq. M., residential 210 sq. M., has 5 rooms, the first floor is capitally renovated, the 2nd floor is the attic floor, the interior decoration works are unfinished, baxi system, the floor is heated, has a garageTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/13246324
House,Monolith,391 sq.m.,3,8+,3+,,,Designer Renovation,1000 sq.m.,Yerevan › Ajapnyak,"$850,000",USD,"A beautiful private house is for sale near one of the best parts of Yerevan, Vahagn district.The total area of the land is 1000 sq/mThe total area of the building is 391 sq/mCeiling height: 3.20 - 6.20The mansion consists of:from the lobbyfrom a spacious living room with stained glass windows, the ceiling height of which reaches up to 6.20 mfrom the entertainment hallfrom the kitchen5 bedrooms (2 of which with their own bathroom)from the office2 more bathrooms and a laundry roomfrom the open balconyThe house has been completely renovated. Only high-quality building materials were used during the renovation. The heating and cooling system is individual, falcon, remote controlled. The floor is also heated, there is also a fireplace.There is a garage for 1 car and 3 open parking spaces.The mansion is surrounded by a well-kept, spacious and green garden with fruit and ornamental trees.The mansion has a complete video surveillance system, which is also remotely controlled.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 18307252Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/18307252
House,Stone,220 sq.m.,2,7,3+,,,Major Renovation,,Yerevan › Kentron,"$320,000",USD,"Կոդ` K-8225Վաճառվում է 2 հարկանի 7 սենյականոց առանձնատուն (1-ին հարկը օգտագործվում է որպես խանութ) Վարդանանց փողոցում (Վ․ Սարգսյանի անվան մարզադաշտի հարևանությամբ) ։ Առանձնատունը կապիտալ վերանորոգված է, առաջին գիծ։ Հողի ընդհանուր մակերեսը՝ 112քմ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկապատ։ Սանհանգույցը (3) ՝ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ձեղնահարկ (70քմ), մառան, խոհանոցի կահույք, ներկառուցված պահարաններ, խոհանոցի կահույք, հանդերձասենյակ, օդորակիչ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տեսարանը՝ դեպի Վարդանանց փողոց։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 2-storey house (the first floor is used as a shop) for sale in Vardanants Street (near V. Sargsyan Stadium) The rooms' quantity is 7. The house is newly renovated and is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathrooms (3) are tiled, the electric wires and pipes are newly changed. The house has a balcony, cock loft, cellar, kitchen furniture, built-in closets, dressing room, air-conditioner, heating system and is supplied with constant water and gas. The view is towards Vardanants Street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-30,,,,https://list.am/en/item/15410520
House,Stone,375 sq.m.,3,5,3+,,,Major Renovation,400 sq.m.,Yerevan › Davitashen,"$480,000",USD,"K-20462Վաճառվում է 3 հարկանի 5 սենյականոց առանձնատուն Դավթաշենում։ Առանձնատունը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, պրեսգրանիտ։ Սանհանգույցը (3) ` Համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի նկուղ, ավտոտնակ, ձեղնահարկ (83քմ), բաց լոջա, այգի պտղատու ծառերով, բարեկարգ բակ, լողավազան, բուխարի ամառային խոհանոց, ջեռուցման համակարգ, մշտական ջուր և գազ։ Ազատ հողը՝ 300քմ։ Հողի ճակատը՝ 14մ։ Տան ճակատը՝ 11մ։ Վաճառվում է կահույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։3-storey house for sale in Davtashen. The rooms' quantity is 5 (a hall, 3 bedrooms and 1 rest room) The house is newly renovated and is stationed in the 1st line. The entrance door is iro-made, the windows are euro-based, the floor is covered by parquet and solid granite. The bathrooms (3) are combined and modern tiled, the electric wires and pipes are newly changed. It has a cellar, garage, attic (83sq. M), balcony, garden with fruitful trees, nice yard, pool, fireplace, summer kitchen, heating system and is supplied with constant water and gas. The free land is 300sq. M. The length of the forehead of the land is 14m. The length of the forehead of the house is 11m. The house is being sold with furniture and electric devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-30,,,,https://list.am/en/item/16525863
House,Stone,1500 sq.m.,2,5,2,,2 spots,Major Renovation,1300 sq.m.,Yerevan › Ajapnyak,"$195,000",USD,"A two-story private house is for sale very urgently. The house is one-story on one side, two-story on the other, total 1500 square meters, residential area 140 square meters, the land is completely fenced, has large fruit trees, call for detailsCode 0452Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/18232510
House,Stone,500 sq.m.,3,6,2,Available,2 spots,Major Renovation,500 sq.m.,Yerevan › Davitashen,"$550,000",USD,"Two-storey private house with a total area of 500 sq. M. Is for sale, 400 sq. M. Residential, capitally renovated, the whole area is fenced, has a swimming pool, summer kitchen, there is a semi-basement floor ո garageTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14217642
House,Stone,2000 sq.m.,2,8+,3+,,2 spots,Partial Renovation,2000 sq.m.,Yerevan › Ajapnyak,"$350,000",USD,"Newly built two-storey private house for sale in Mush district (near the Red Cross), total 2000 sq. M., residential 340 sq. M., capitally renovated, baxi system, has a swimming pool, summer kitchen, fireplace, orchard, fully tiledCode-122N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14819725
House,Stone,540 sq.m.,2,8+,3+,,2 spots,Euro Renovation,540 sq.m.,Yerevan › Malatia-Sebastia,"$340,000",USD,"Two-storey private house for sale, total 540 sq. M., residential 400 sq. M., fully renovated, parquet, individual heating system, summer kitchen, fireplace, landscaped yard, basement, garage, for details callTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14009441
House,Stone,600 sq.m.,2,5,2,,1 spot,Major Renovation,,Yerevan › Davitashen,"85,000,000 ֏",AMD,"Newly built two-storey private house for sale in Davtashen, total 600 sq. M., residential 170 sq. M., capitally renovated, baxi heating system, 2 bathrooms, 4 bedrooms, has a well-maintained yard, summer kitchen, fireplaceCode-172N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/15455874
House,Stone,500 sq.m.,2,5,2,,,Major Renovation,500 sq.m.,Yerevan › Davitashen,"$420,000",USD,"Newly built two-storey private house is for sale in the heart of Davitashen, it is capitally renovated, fenced, oak carpet parquet-doors, has individual heating system, windowsills and marble staircase, has a fireplace, summer pavilion.Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14009281
House,Stone,650 sq.m.,3,8+,3+,,3 or more spots,Partial Renovation,,Yerevan › Davitashen,"$168,000",USD,"Two-storey private house for sale, total 870 sq. M., residential 250 sq. M., concrete roof, the first floor needs renovation, the second floor is fully renovated, baxi heating system, has a basement, large parking lot, fruit treesCode-44N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14213694
House,Stone,555 sq.m.,2,5,3+,Not available,2 spots,Designer Renovation,555 sq.m.,Yerevan › Nork-Marash,"$680,000",USD,"Newly built luxurious two-storey private house is for sale, uninhabited, located in Nork Marash, total 555 sq. M., residential 261 sq. M., fully renovated, has 4 bedrooms. , 4 bathrooms, dryer, parking, chat room, 2 open balconies, individual heating system, security system, for sale together with all the furniture and equipmentCode 13211243Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/13211243
House,Stone,1200 sq.m.,4+,7,3+,Not available,3 or more spots,Partial Renovation,900 sq.m.,Yerevan › Ajapnyak,"$420,000",USD,"Newly built detached house for sale, two floors + attic + basement, partially renovated, cosmetic renovation remains, has a garage for two cars, the common area is fenced, long-term rental option is also possible, call for detailsTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/18100795
House,Stone,1000 sq.m.,1,4,2,,2 spots,Major Renovation,,Yerevan › Davitashen,"$330,000",USD,"Newly built private house for sale, total 1000 sq. M., residential 130 sq. M., capitally renovated, the floor is tiled, the windows are of European production, the roof is tin, baxi system, fenced, has an orchardCode-82N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14460707
House,Stone,410 sq.m.,3,8+,3+,,3 or more spots,Major Renovation,410 sq.m.,Yerevan › Arabkir,"$290,000",USD,"Three-storey private house for sale in Arabkir, near Davitashen bridge, total 300 sq. M., residential 410 sq. M., the house is capitally renovated, needs renovation in certain parts, call for detailsTranslated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14615046
House,Stone,1100 sq.m.,3,8+,3+,,2 spots,No Renovation,,Yerevan › Davitashen,"$255,000",USD,"Three-storey private house for sale, total 1100 sq. M., residential 440 sq. M., 8 rooms, is under renovation, has an orchard, for details callCode-58N:Translated from Armenian",Nov-24-2022_23-30,,,,https://list.am/en/item/14392960
House,Stone,140 sq.m.,1,3,1,,,Partial Renovation,140 sq.m.,Yerevan › Kentron,"$204,000",USD,"Կոդ՝ K-17568Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Պռոշյան 1-ին նրբանցքում։ Առանձնատունը միջին և զրոյական վիճակներում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, փայտյա, սանհանգույցը՝ առանձին, էլ․ լարերը և խողովակները՝ փոխված։ Ունի տուրբո ջեռուցման համակարգ, մշտական ջուր և գազ։ Տեսարանը՝ դեպի Պռոշյան 1-ին նրբանցք։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Proshyan 1-st Alley. The rooms' quantity is 3. The house is in the middle and zero conditions. The entrance door is iron-made, the windows are euro-based and wooden, the bathroom is separate, the electric wires and pipes are newly changed. The house has a turbo heating system and is supplied with constant water and gas. The views is towards the Proshyan 1st Alley.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.Proshyan 1-in nrbancq",Nov-24-2022_23-30,,,,https://list.am/en/item/14166434
