,Construction Type,New Construction,Elevator,Floor,Number of Rooms,Number of Bathrooms,Floor Area,Ceiling Height,Balcony,Renovation,Address,Price,Currency,Description
963,Monolith,Yes,Available,16 / 17,3,2,87 sq.m.,from 3 m,Multiple balconies,Major Renovation,"Davidashen 4-th block, Yerevan","$86,000",USD,A 3-room apartment is for sale in a newly built building in Davitashen.The apartment was not inhabited.There are 2 elevators in the building.The apartment consists of:2 separate bedrooms2 bathroomsLiving room and kitchen (studio)There are 2 open balconies.Residential top floor.The apartment is not sold with a mortgage.For more information call.Translated from Armenian
964,Monolith,Yes,Available,6 / 9,2,1,85 sq.m.,from 3 m,Open balcony,No Renovation,"Amiryan Street, Yerevan","$290,000",USD,"0-ական վիճակ, եվրոպատուհաններ, երկաթե դուր."
965,Monolith,Yes,Available,4 / 14,2,1,85 sq.m.,from 3 m,Not available,Designer Renovation,"Փավստոս Բուզանդի փողոց 107, Երևան","$350,000",USD,"#BITCOIN:2-room luxuriously renovated apartment of 85 sq. M. Is for sale. Մ. Located in one of the most beautiful parts of the city, on Pavstos Buzand street, on the 4th floor of a 14 storey new building.• The apartment is fully renovated and furnished with design solutions.• Heating and cooling systems are centralized.• The floor is covered with ceramic granite.• The bathroom is tiled, equipped with sanitary ware.• The apartment is fully furnished with modern furniture and appliances.• In the courtyard of the building is one of the unique parks of the city - Malibu Park.• All communications are available on site - educational institutions - kindergarten, school, universities, shops - bus stop.The apartment is displayed under a real estate display contract.The service fee is 2% of the sale price.For more details, you can visit our website or call the mentioned phone numbers.Translated from Armenian"
966,Stone,No,Not available,5 / 5,4,1,92 sq.m.,from 2.75 m,Multiple balconies,Designer Renovation,Yerevan › Shengavit,"$130,000",USD,"10 + 40564:A 4-3-room apartment in a stone building near Garegin Nzhdeh Square is for sale. The apartment is renovated in design style, the floor is parquet, the windows are of European production (Valan prof), it has two bathrooms, which is furnished with high quality sanitary ware, the apartment has two bedrooms, one of which has its own bathroom արանը wardrobe, has a spacious kitchen, which is equipped With high quality furniture and appliances, the apartment has an open balcony with a beautiful view of the yard. The apartment has an individual security system with 24-hour video surveillance.The apartment is for sale together with furniture and appliances.Translated from Armenian"
967,Panels,No,Available,2 / 9,2,1,60 sq.m.,from 2.8 m,Not available,Major Renovation,"Muratsan Street, Yerevan","$74,000",USD,"Fully renovated apartment turned into 2-3 near the begging hospital, on the 2nd floor of a 9-storey building, the apartment is provided with everything necessary, near the bridge.Translated from Armenian"
968,Monolith,Yes,Available,8 / 14,4,1,81 sq.m.,from 3 m,Open balcony,Major Renovation,"Aram Street 72, Yerevan","$355,000",USD,"A spacious, bright 4-room apartment is for sale on the 8th floor of a 14-storey new building on 72 Aram Street, near one of the beautiful parks of Yerevan, Malibu.• The apartment has a large open balcony overlooking the garden.• The apartment is fully renovated, equipped with property and equipment.• Heating is carried out by gas boiler, air conditioners are installed.• The floors of the rooms are covered with high quality laminate, and the living room is heated with ceramic granite.• The apartment is for sale together with furniture and appliances.• The building has 2 elevators, security system, outdoor parking.• The main advantage of the building is that there are various shops, entertainment venues, cafes, banks, etc. In the immediate vicinity.For other details, write or call the mentioned numbers.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale price.Translated from Armenian"
969,Monolith,Yes,Available,5 / 14,4,2,113 sq.m.,from 3 m,Closed balcony,Designer Renovation,"Tigran Petrosyan street, Yerevan","$160,000",USD,"In Davtashen community, T. 4-room 113 sq. M. Apartment is for sale on Petrosyan street, in front of Reebok sports club and Yerevan City supermarket, on the 5th floor of a 14 storey new monolith building. It has been completely renovated, it has not been inhabited, high-quality materials and posters have been used. Iron door, euro windows are installed, the floor is covered with quality laminate ես press granite. There are 2 bathrooms, which are tiled with high quality tiles, equipped with sanitary ware. It is heated by a gas boiler. Air conditioner is installed. There are 2 elevators in the building, it has an intercom. There is an enclosed parking lot in the yard. There are various shops, a school, transport stops and entertainment places nearby.Translated from Armenian"
970,Monolith,Yes,Available,6 / 14,3,2,110 sq.m.,from 3.5 m,Multiple balconies,Designer Renovation,"Komitas Avenue, Yerevan","$250,000",USD,"OL346 3-room luxury apartment with an area of 110 square meters on the 6th floor of a 14-storey new building is currently for sale.Arabkir, Komitas Avenuethoroughly reconstructedFurniture-equipmentHeating system️2 bathroomsRolling windowsTile️2 open balconiesUnderground parkingTranslated from Armenian"
971,Stone,No,Not available,5 / 5,1,1,48 sq.m.,from 2.75 m,Closed balcony,Old Renovation,"Hrachya Acharyan street, Yerevan","$49,000",USD,"A one room apartment is for sale on Acharyan street, with a sign, a big closed balcony.Internal renovation, state conditionFloor type: Wooden parquetUtilities: Hot water, gas boiler, natural gasThe direction of the windows is towards Acharyan streetEntrance from the yard, one-sided. There is an intercom at the entrance.The roof is repaired;For sale with partial furniture.Translated from Armenian"
972,Panels,No,Not available,2 / 6,3,1,96 sq.m.,from 2.7 m,Multiple balconies,Partial Renovation,Yerevan › Davitashen,"$92,500",USD,"Code 5 + 33490:3-room apartment is for sale in Davitashen. The apartment is in clean condition. Entrance door is iron, floor is parquet, windows are euro, bathroom is tiled.The apartment has a balcony, heating system.Translated from Armenian"
973,Monolith,Yes,Available,20 / 22,4,2,220 sq.m.,from 3 m,Open balcony,Partial Renovation,"Tsitsernakaberd Highway 1/3, Yerevan",,unknown,"VSD0020 Dalma:-Happy unique apartmentsThoroughly reconstructedNewly built Monolith building4 rooms, 124 sq. M. + 95 square metersHas underground parking.For sale together with all the furniture and equipment.-Search keys: Tsitsernakaberd highway. Cicernakaberdi. Tsitsernakaberdi. Dalma, New building. Dalma.Translated from Armenian"
974,Monolith,Yes,Available,12 / 13,3,1,80 sq.m.,from 3 m,Open balcony,Euro Renovation,"Shinararneri street, Yerevan","$110,000",USD,"Կապիտալ վերանորոգված,Ջեռուցման համակարգ:"
975,Monolith,Yes,Available,8 / 13,4,1,123 sq.m.,from 3 m,Not available,Major Renovation,"Komitas Avenue, Yerevan","$230,000",USD,"CODE - 16464:4-room apartment is for sale on Komitas avenue, 123 sq. M. Մ. Located on the 8th floor of a 13 storey new building. The apartment is fully renovated. Iron door, euro stained glass windows, air conditioner are installed, the floor is covered with laminate. It is heated by a heating system. The bathroom is tiled, equipped with sanitary ware. The apartment is for sale with a parking lot, furniture and appliances.Translated from Armenian"
976,Panels,No,Available,10 / 10,3,1,83 sq.m.,from 2.7 m,Closed balcony,Cosmetic Renovation,"Orbeli Brothers street, Yerevan","$85,000",USD,"3-room apartment on Orbeli street for sale. The roof is repaired, euro windows, parquet quality, the bathroom is tiled, it has 300l water yard, Baxi heating system, it has a bright and bright apartment, it also has a closed economic balcony, which can serve as a roomTranslated from Armenian"
977,Yerevan › Malatia-Sebastia,,unknown,"Կգնեմ բնակարան 3 սենյականոց, կայզեռ սուպերմարկետի մոտ, հիպոտոկով",,,,,,,,,,
978,Panels,No,Available,2 / 16,3,1,80 sq.m.,from 2.7 m,Closed balcony,Major Renovation,"Norashen block, Yerevan","$67,000",USD,"3-room apartment for sale in Norashen district, on the 2-nd floor of 16-story panel building, Iron entrance door, European-made windows, Kitchen floor is tiled, Living room նջ bedrooms are laminate flooring, Bathroom is tiled, Hot water, Gas, Individual heating system, Closed balcony, Near the bus stop.The commission fee of the agency is 2%, an exhibition contract is signed for the exhibition of the apartment. Please have proof of identityTranslated from Armenian"
979,Monolith,Yes,Available,5 / 18,2,1,75 sq.m.,from 3 m,Open balcony,Designer Renovation,"Yekmalyan street, Yerevan","$305,000",USD,"Վաճառվում է 2 սենյականոց գեղեցիկ բնակարան՝ Եկմալյան փողոցում: Գտնվում է 18 հարկանի նորակառույց շենքի 6-րդ հարկում։ Զբաղեցնում է 75 քմ մակերեսով տարածք: Բնակարանը կապիտալ եվրովերանորոգված է։ Տեղադրված են եվրո պատուհաններ, օդորակիչ, հատակը ծածկված է լամինատով, սանհանգույցը սալիկապատ է։Առկա է բաց պատշգամբ, որտեղից բացվում է գեղեցիկ տեսարան: Վաճառվում է մասնակի կահույքի հետ միասին:"
980,Monolith,No,Available,9 / 10,3,1,96 sq.m.,from 2.8 m,Open balcony,Old Renovation,"Hrachya Kochar Street, Yerevan","$85,000",USD,"ID10732:3-room apartment for sale in Arabkir, on Hrachya Kochar street, 96 sq. M., on the 10 / 9th floor. The apartment has an open balcony.Translated from Armenian"
981,Monolith,Yes,Available,3 / 8,3,1,90 sq.m.,from 3 m,Multiple balconies,Major Renovation,Yerevan › Arabkir,"$170,000",USD,"10 + 31550:3-room fully renovated apartment is for sale in Arabkir. The apartment is located in an elite building. The entrance door is iron, the floor is tiled, laminate, the windows are euro, the bathroom is tiled. The apartment has a heating system, 2 balconies.Translated from Armenian"
982,Monolith,Yes,Available,17 / 18,5,3+,320 sq.m.,from 3 m,Multiple balconies,Designer Renovation,"Qeri street 35, Yerevan",,unknown,"A very spacious 5-room, bright, elegant, luxuriously renovated duplex apartment with Italian furniture is for sale on Qeru street (Blur district), the total area of which is 320 square meters. AND has 100 square meters. Terrace: It is located on the 18th and 19th floors of an 18-storey new elite building. The apartment meets the latest European standards, has a unique design շնորհիվ, due to competent furniture, is very comfortable. The floor is covered with gilded parquet and press granite. The spacious hallways are full of built-in closets. On the 1st floor there is a living room and the kitchen with their open balconies, 1 bedroom with its bathroom, a dressing room for men and for women, 1 1 bathroom for guests. 2nd floor: 3 bedrooms, 2 bathrooms, laundry or storage room. On the 2nd floor, there is a furnished, barbecue terrace with a cover, which is adapted to ""enjoy it in rainy, rainy weather"", to admire the view of the city and Mount Masis. The heating system is individual and the cooling is centralized. The building has a security system, a beautiful outdoor pool, a large swimming pool, a gym, a tennis court, a barbecue, a playground, a shop-restaurant is located on the 1st floor. The apartment is for sale together with all the furniture and appliances.The apartment is displayed under a real estate display contract.The service fee is 2% of the sale price.Translated from Armenian"
983,Monolith,Yes,Available,4 / 16,2,1,70 sq.m.,from 2.8 m,Open balcony,Major Renovation,"Anastas Mikoyan street, Yerevan","$92,000",USD,"2սենյականոց բնակարան Անաստաս Միկոյան Նորակառույց, կապիտալ վերանորոգված, եվրո պատուհաններ սանհանգույց նոր սալիկ մետլախ, բաց պատշգամբ, Շտապ կօդ ն2.04.098"
984,Monolith,Yes,Available,16 / 20,4,3+,216 sq.m.,from 3.5 m,Open balcony,No Renovation,"Sayat Nova avenue, Yerevan","$570,000",USD,"Elite building, 216 sq. M.All communications are availableas a beautiful view opens from the open balcony.Translated from Armenian"
