Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Industrial and Manufacturing,900 sq.m.,By agreement,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,Yerevan › Erebuni,"150,000 ֏",AMD,"Industrial land for rent in the rear of Haykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we provide space at affordable prices. A new approach to warehouse tenants. Endless places also amenities. Prices start from 300 K. From m to 50,000 sq. M:One c. 200 AMD with security service.1000 square meters of industrial land for long-term lease. From m to 70,000 sq. At the rear of the M Haykop base. There is a business offer in the place, we have a big opportunity to produce asphalt, concrete, and other types of slabs, different from basalt. We have space. We have basalt every day from 30 to 50 trucks. The cost of basalt is 0. If there are those who want to invest money for the mill, we are ready to cooperate. Is Profit from 20 to 30 million and more per month.I exchange production land with luxury cars Lexus, Mercedes, Prado, Bentley, Rolls, from 30,000 to 300,000. The area is suitable for manufacturing, warehouses, parking lots, terminals, spare parts market, betonuzel, sarnaras, very large markets and similar businesses. The difference in the exchange price with a surcharge from us or you.For rent, land for storage in the back of the base. Haikop is suitable for container warehouses. If you don't want to pay for storage, you buy a container and we provide space at very affordable prices. New approach to renters of warehouses Endless spaces and conveniences.It can be used for commercial purposes for servicing/washing/repairing trucks and similar activities.Warehouse land for rent in the rear of Haikop base suitable for container warehouses if you don't want to pay for storage, you buy a container and we provide space at very affordable prices. A new approach to warehouse tenants. Endless spaces and amenities.Can be used for business purposes of truck maintenance/washing/repairing and similar activities.Trucks for rent very large  parking lot  3 k from Tetsi Krug. Vehicles of any number and size can be parked on Arin Berdi street near the Haykop base with a distance of m. Parking lot.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18558925
Everything Else,10 sq.m.,,,,,,,,,"Nar-Dos street, Yerevan","70,000 ֏",AMD,"A separate room for rent in the center, very convenientbarbershopmanicuristmakeupcan be doneprogramming and other computer service officeand for many other fieldsall conditions are presentcall for detailsTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18479245
Office Space,100 sq.m.,,,,,,,,,"Marshal Baghramyan avenue, Yerevan","$3,000",USD,"Տարածքի ընդհանուր մակերեսը 100 քմ է, երկու հարկ, յուրաքանչյուրը 50 քմ:Առաջին գիծ, մետրոյի հարևանությամբ: Լուսամուտները նայում են փողոց:Առաջին հարկում գործել է սրճարան, երկրորդում՝ տուրիստական գործակալություն:Ունի 2 սանհանգույց, կահավորված խոհանոց:Գտնվում է գերազանց վիճակում: Հատակը՝ պրես գրանիտ, վենտիլյացիոն հզոր համակարգ:Տրվում է վարձակալության կահույքով, և առանց:Գինը պայմանագրային:Сдается в аренду очень красивое и уютное помещение 100 кв. М. На проспекте Баграмяна.Рядом с метро, первая линия.2 этажа, каждый по 50 кв. М. В отличном состоянии. Сильная система вентиляции.На первом этаже действовало кафе, на втором - туристический офис. 2 сан узла, кухня.Сдается с мебелью, и без.Цена договорная.",Dec-15-2022_21-27,,https://list.am/en/item/18447335
Office Space,85 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue, Yerevan","700,000 ֏",AMD,"Commercial area is for rent in a small center, near the intersection of Mesrop Mashtots-Tumanyan streets.The area is basement, there is a ventilation system, it has a bathroom.There is a billboard at the entrance to the area.Code-C2273:Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/17199113
Office Space,100 sq.m.,,,,,,,,,"Paronyan street, Yerevan","$1,100",USD,"Office space is for rent in the center, near the crossroads of Paronyan and Leo streets. The area can be provided without furniture.If repairs are made in the area at your suggestion or request, the amount of those costs will not affect the amount of rent.The area has an individual heating systemCode - C2256:Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/16852082
Office Space,38 sq.m.,,,,,,,,,"Zakian street, Yerevan","$1,000",USD,Available with long term property call no broker for details also available for occupancyTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18502203
Restaurant,450 sq.m.,,,,,,,,,"Davidashen 1-st block, Yerevan","1,800,000 ֏",AMD,"Thoroughly reconstructedS/H tileEurope windowAir conditionerThe floor is tiledThe kitchen is equipped with the necessary equipmentSpare part300-Utensils for the soulThe ceiling height is 4.5 metersParking for 20 carsThe living room is equipped with necessary furnitureTwo bathrooms for women and menThere is an opportunity to expand the salon to have two salons on the second floor, the floor needs to be tiled for an additional fee, which is 300 square meters.It also has a laundry roomGas utilities are availableTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18554271
Automotive Service,45 sq.m.,,,,,,,,,"Kievyan street, Yerevan","140,000 ֏",AMD,Car wash with space for two carsTranslated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18538892
Multifunctional Space,41 sq.m.,,,,,,,,,"Zakian street, Yerevan","300,000 ֏",AMD,"Code G1616A comfortable multifunctional space is for rent on Zakyan street.Euro-renovatedFloor type: Pressed granite, wooden parquet2 air conditionersThe direction of the windows is towards the courtyardThe entrance is from the courtyard, there is a cameraCall for other information.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18406341
Retail Space,290 sq.m.,,,,,,,,,"Leningradyan street 34, Yerevan","600,000 ֏",AMD,"A space is for rent at 34/36 Leningradyan Street. Worked for 7 years as a wholesale and retail store - warehouse (290 sq. M.), 200 sq. M. Warehouse, 70 sq. M. Shop, 20 sq. M. Office, 2 bathrooms. The floor of both the shop and the warehouse is tiled. It has an elevator, security system, all windows have security blinds, two-way three-phase current, ventilation system. There is no problem with parking. In case of desire and questions, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18467716
Multifunctional Space,70 sq.m.,,,,,,,,,"Paronyan street 9, Yerevan","820,000 ֏",AMD,"The space is for rent, it is a working barber shop at the moment, but it can be any business space, you will call the same number 093Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18511715
Office Space,2050 sq.m.,,,,,,,,,"Nansen St, Yerevan","$4,500",USD,A beautifully renovated office space on the 2nd floor is for rent. It has all utilities and a spacious open balcony.Translated from Armenian,Dec-15-2022_21-27,,https://list.am/en/item/18551324
Retail Space,40 sq.m.,,,,,,,,,Yerevan › Arabkir,"220,000 ֏",AMD,"Commercial space for rent, near the Slavic UniversityTranslated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18525107
Office Space,170 sq.m.,,,,,,,,,"Էստոնական փողոց 4/1, Երևան","1,200,000 ֏",AMD,"Completely renovated office space for rent. It will be perfect for IT offices, clinics, laboratories, educational institutions. It is located in a very busy area. The space has:-170 square meterscentral heating, cooling and ventilation systemheated floorautomatic doors2 bathrooms-kitchendirector's roomneat yardPrice: 1,100,000 AMD.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18551212
Office Space,180 sq.m.,,,,,,,,,"Nalbandyan street, Yerevan","1,250,000 ֏",AMD,"Fully renovated office space with an area of 180 square meters is for rent.Which is located at the intersection of Nalbandian-Sayat-Nova streets2-story private house.The height is 3 meters.There are floor-to-ceiling high-quality European-made windows. It is suitable for any office activities, business service activities.The space is rented empty (without furniture), consists of 2 halls, 4 separate rooms, 2 bathrooms.Individual heating system.Code SV773Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18386985
Retail Space,30 sq.m.,,,,,,,,,"Zoravar Andranik street 20, Yerevan","120,000 ֏",AMD,"Commercial space for rent in Bangladesh. Area: 30 square meters. It has: Bathroom, constant water, air conditioner, storage space. It has been working as a vegetable shop for many years. It is located in the courtyard area of multi-residential buildings. For other details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-27,,https://list.am/en/item/18550843
Retail Space,125 sq.m.,,,,,,,,,Yerevan › Kentron,"$4,000",USD,"Realty Consult ID` T 1738Վարձով է տրվում հասարակական սպասարկման տարածք` 124.57քմ:Կենտրոն, Թումանյան փողոց,6/1 հարկ + նկուղ, քարե, առաստաղ՝ 3 մ, ճակատ՝ 2մ:Ամսական վարձավճար՝ 4000 $,Մոտքի դուռը՝ երկաթյա՝ փայտե երեսապատումով, ներքին դռները՝ փայտե, պատուհանների շրջանակները՝ մետաղապլաստե: Առկա են վիտրաժները ճակատային հատվածում:Տարածքի ներքին հարդարանքը գտնվում է լավ վիջակում, ենթակա է արդիականացման:Realty Consult ID T 1738Public service area is for Rent surface 124.57sqm.Center, Tumanyan street6/1 floor, stone, front line length: 2mPrice for month՝ $4000The interior of the premises is in good condition, subject to modernizationRealty Consult ID T 1738Коммерческое объект в аренду. 124,57кв. МЦентр, улица Туманян6 / 1 этаж + подвал, каменьЦЕНА: 4000 $,Входная дверь - железная с деревянной обшивкой, межкомнатные двери - деревянные, оконные рамы - металлопластик. В фасадной части есть витражи.Интерьер помещения в хорошем состоянии, необходим ремонт.",Dec-15-2022_21-27,,https://list.am/en/item/18504992
