Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.7 m,4,Not available,Major Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","$19,500",USD,"CODE 9125Apartment for salec. Gyumri, K. Halabyan Street40 square meters. Total area1 room4/4th floorThoroughly reconstructedHeating SystemLightUtility with all amenitiesWith hot and cold waterSelling price $19,500Translated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18598526
Stone,No,Not available,3,39 sq.m.,1,1,from 3 m,2,Not available,No Renovation,"Shirakatsi street, Gyumri","$18,000",USD,The apartment needs repair. 39.6 sq. M. The apartment is rented for 4 months.Translated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18551547
Stone,No,Not available,2,92 sq.m.,3,1,from 3 m,1,Open balcony,Major Renovation,"Proshyan Street 73, Gyumri","$65,000",USD,"Վաճառվում է բնակարան քաղաքի կենտրոնում, մարզպետարանի հարևանությամբ։ Մոտակայքում գտնվում են դպրոցներ, բանկեր, սուպերմարկետներ, մանկապարտեզ։ Բնակարանն ունի խորդանոց և զգեստասենյակ։ Վաճառվում է կահույքի որոշակի էլեմենտների հետ։Продается квартира в центре города рядом с мажордомом. По близости есть школы, банки, супермаркеты, детсад. В квартире есть чулан и гардеробная. Продается с несколькими элементами мебели.",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18432195
Stone,Yes,Not available,4,61 sq.m.,3,2,from 2.7 m,2,Open balcony,Old Renovation,"Մուշ 2 թաղամաս 4/25, Գյումրի","$30,000",USD,"For sale c. Gyumri, Mush 2 district.3 rooms, 2nd floor, east-west,K. B. H, gas, electricity, hot and cold water, heating, European windows, iron door, privatized.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18498437
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.7 m,3,Not available,Partial Renovation,"Մուշ 2 թաղամաս 4/40, Գյումրի","$24,000",USD,"I am selling an apartment in Mush 2 district. 1-room utility room with all amenities, gas, electricity, water, heating system, windows and exterior door have been changed, it is a warm and bright house facing west.Translated from Armenian",Dec-15-2022_22-59,,,Available,,,https://list.am/en/item/18589605
Stone,Yes,Not available,3,62 sq.m.,2,1,from 2.7 m,1,Closed balcony,Euro Renovation,"Գյումրու խճուղի, Ախուրյան","$16,000",USD,"For details, call the following phone number:Translated from Armenian",Dec-15-2022_22-59,Playground,Outdoor parking,Available,Yard view,Stove,https://list.am/en/item/18589143
Stone,No,Not available,9,80 sq.m.,4,1,from 2.5 m,1,Closed balcony,Major Renovation,"Դուդկոյի փողոց, Գյումրի","$25,000",USD,"No problem, newly renovated with all utilitiesprice unchangedTranslated from Armenian",Dec-15-2022_22-59,,,Not available,,,https://list.am/en/item/18583475
Stone,No,Not available,3,86 sq.m.,3,1,from 2.7 m,2,Multiple balconies,Cosmetic Renovation,Shirak › Gyumri,"11,000,000 ֏",AMD,"A 3-room apartment with furniture and all utilities is for sale in Amasia, Shirak region, partially renovated. The apartment has an individual heating system, constant hot and cold water supply, two European windows, a large and a small balcony, a laminate floor, a large dining room, an entrance hall. A caravan is also sold nearby.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18381546
Stone,Yes,Not available,4,47 sq.m.,1,1,from 2.8 m,3,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս, Գյումրի","10,000,000 ֏",AMD,Для подробностей звонить по номеру,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18574262
Stone,No,Available,5,80 sq.m.,3,1,from 2.7 m,4,Open balcony,Cosmetic Renovation,Shirak › Artik,"10,000,000 ֏",AMD,"Bright, spacious 3-room apartment for sale, 80 sq. M. M. On the surface.It is located on Shinararner Street (Shushi Maila), on the 4th floor of a 5-story building.The apartment is partially renovated.There is a kindergarten, school, and shops near the building.The entrance door is iron.It has all the utilities.The price is negotiable.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18574070
Stone,No,Not available,5,39 sq.m.,1,1,from 2.8 m,2,Closed balcony,Cosmetic Renovation,"Շիրակացի փողոց, Գյումրի","$22,000",USD,"A 1-room apartment is for sale on Shirakatsi street in Gyumri (next to Vega) The closed balcony is used as a bedroom. It is equipped with utilities, there is no heating system (Baxi) It is a bright and sunny apartment. Call for details.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18573591
Stone,No,Not available,3,70 sq.m.,3,3+,from 2.5 m,3,Open balcony,Partial Renovation,"Ջրաշինարարների փողոց, Ախուրյան","$29,000",USD,"A 3-room apartment is for sale in Akhuryan, on Jrashinararneri street. It is under renovation. Newly modified, with windows of the latest generation. The apartment is 70 square meters. It is located on the 3rd floor.It is sold in this condition.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18551448
Stone,No,Not available,6,115 sq.m.,4,1,from 2.6 m,2,Closed balcony,Designer Renovation,"Գարեգին Նժդեհի հրապարակ 4Բ, Գյումրի","$85,000",USD,The apartment is also sold together with property and equipment.Translated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18425295
Stone,No,Not available,4,42 sq.m.,2,1,from 2.7 m,3,Not available,Cosmetic Renovation,"Հովսեփյան փողոց, Գյումրի","10,000,000 ֏",AMD,"CODE 6482Apartment for salec. Gyumri, Hovsepyan Street42 square meters. Total area4/3rd floor1 + 1 roomCosmetically refurbishedStoneUtility with all amenitiesWith hot and cold waterSale price: 10,000,000 AMDTranslated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18561212
Monolith,Yes,Not available,5,100 sq.m.,4,1,from 3 m,2,Open balcony,Designer Renovation,"Ախուրյանի խճուղի 1/1, Գյումրի","$135,000",USD,"A fully renovated 4-room apartment in the techno-design style is for sale in a newly built building near Garegin Nzhdehi Square (the intersection of Yerevan and Akhuryan highways) As of now, it is the only newly constructed multi-apartment building in Gyumri. The capital renovation of the apartment was completed in 2021., furniture and appliances are new. The apartment is sold with furniture and appliances.The apartment is equipped with smart heating, underfloor heating, video surveillance, internal LAN network, protection against electric shock and voltage fluctuations and a number of other smart systems.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18502588
Monolith,No,Not available,4,86 sq.m.,3,1,from 2.8 m,1,Closed balcony,Partial Renovation,"Մինաս Ավետիսյանի փողոց 27, Գյումրի","$37,000",USD,"Individual heating system is installed, there are schools, shops nearby, only real buyers should call.Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18541350
Monolith,No,Not available,4,110 sq.m.,4,1,from 2.75 m,1,Not available,Cosmetic Renovation,"Улица Паруйра Севака 18, Гюмри","$45,000",USD,"There is a cupboard at the entrance, the windows and electricals have been changed, there is a heating system with a Fondital boiler, hot and cold constant water, the price is final, there is no way to bargain about the price at all, there are also fruit trees. The basement is dry. There is a school, a kindergarten, and shops in the neighborhood of the building.Translated from Armenian",Dec-15-2022_22-59,,Outdoor parking,Not available,,,https://list.am/en/item/18541310
Monolith,No,Not available,3,85 sq.m.,4,1,from 2.75 m,2,Multiple balconies,Partial Renovation,"Aram Khachatryan Street 11, Gyumri","$40,000",USD,"K. Gyumri, Aram Khachatryan, building 11, 2 floors, apartment 4, number of rooms 4, with a balcony (north-facing) and a garage.Hovhannes PetrosyanTranslated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18530385
Stone,No,Not available,5,76 sq.m.,4,1,from 2.8 m,1,Not available,Cosmetic Renovation,"Ереванское шоссе 131А, Гюмри","$59,000",USD,Все по телефону!59000$ Или 4000000 руб,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18519823
Monolith,Yes,Not available,4,100 sq.m.,4,1,from 2.7 m,3,Open balcony,Cosmetic Renovation,"Եղիշե Չարենցի փողոց, Գյումրի","$35,000",USD,"CODE 8482Apartment for salec. Gyumri Yeghishe Charents100 square meters. Total area4/3, 4th floor4 roomsCosmetically refurbishedStoneEast-WestUtility with all amenitiesWith hot and cold waterSelling price: $35,000Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18518612
Stone,Yes,Not available,4,50 sq.m.,2,1,from 2.7 m,1,Not available,Cosmetic Renovation,"Manushyan street, Gyumri","17,200,000 ֏",AMD,"CODE—8462Apartment for salec. Gyumri Charles Square50 square meters. Total area4/1st floor2 roomsStoneLightOn the sunny sideWith a heating systemUtility with all amenitiesBasementSale price: AMD 17,200,000Translated from Armenian",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18517001
Panels,Yes,Not available,4,67 sq.m.,3,1,from 2.75 m,3,Open balcony,Cosmetic Renovation,"Улица Хачатура Абовяна 69, Гюмри","$32,000",USD,Хорошее состояние дверь новый железно есть отопления Бакси и всё остальное удобства муш 2,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18512659
Stone,No,Not available,9,90 sq.m.,3,1,from 2.5 m,5,Closed balcony,Old Renovation,"Bulvarain street, Gyumri","$15,000",USD,Needs cosmetic repairs. Utility with all amenities.Translated from Armenian,Dec-15-2022_22-59,,,,,,https://list.am/en/item/18496746
Monolith,Yes,Not available,4,52 sq.m.,2,1,from 2.5 m,2,Multiple balconies,Euro Renovation,"Մուշ 2 թաղամաս, Գյումրի","$29,900",USD,"Շատ շտապ վաճառվում է կոմունալ բոլոր հարմարություններով ընդարձակ, եվրովերանորոգված և լուսավոր բնակարան Մուշ 2/2 թաղամասում։ Բնակարանի ընդհանուր մակերեսն է 51քմ, ունի 2 պատշգամբ, որից մեկը՝ ֆրանսիական ձևով։ Շենքի հետնամասում կա նորակառույց զբոսայգի։ Շենքի բակում կա խաղահրապարակ և ավտոկայանատեղի։ Բնակարանը վաճառվում է ամբողջ գույքով և տեխնիկայով հանդերձ։Ավելի մանրամասն իմանալու համար զանգահարել նշված հեռախոսահամարով։СРОЧНО продается просторная, отремонтированная и светлая квартира со всеми коммунальными удобствами в районе Муш 2/2.Общая площадь квартиры 51 кв. М. , имеет 2 балкона, один из которых французский.В задней части здания находится недавно построенный парк.Во дворе дома есть детская площадка и парковка.Квартира продается с мебелью и техникой.Подробности по указанному номеру.",Dec-15-2022_22-59,,,,,,https://list.am/en/item/18401944
Stone,No,Not available,5,107 sq.m.,4,1,from 2.7 m,4,Not available,Euro Renovation,"9-րդ փողոց, Գյումրի","$44,000",USD,"KITCHEN FURNISHINGS ARE INCLUDED IN THE SALE PRICE...This 4-room apartment is for sale in Ani district, near the 11th school, which is located on the 4th and 5th floors of a 5-story building (duplex) It is provided with round-the-clock water supply and gas supply. The total area is 107 sq/m. Iron door, euro windows, tiled kitchen and bathroom, individual heating system is installed. Cable TV and internet are available in the building. All necessary shops, kindergarten, school are nearby.Translated from Armenian",Dec-15-2022_22-59,Playground,"Outdoor parking, covered parking",Available,"Yard view, street view, city view, park view",,https://list.am/en/item/13095218
