Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Industrial Use,3400 sq.m.,"4-րդ փողոց 9, Ազատաշեն","$60,000",USD,A plot of land of 3400 square meters is for sale in Azatashen village. Industrial building. With permission.Can work for any industryTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18462816
For Residential Development,6000 sq.m.,Ararat › Masis,"$18,000",USD,"A plot of land for sale in the village of Masis Noramarg, 6000 square meters, there is a house of 103 square meters, a garage, a cattle yard, constant water and electricity.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18404643
For Residential Development,2300 sq.m.,Ararat › Nor Kyank,"$41,000",USD,Excavation area 2300 m2 with gas and waterTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18452260
Agricultural,1800 sq.m.,"1-ին փողոց 28, Արբաթ","2,500,000 ֏",AMD,"Land/arable land / 1800m in Arbat village. On the way to sunshine. For detailed information, call the indicated phone numbers.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18480978
Agricultural,1100 sq.m.,Ararat › Norabats,"$4,000",USD,Newly opened agricultural land for saleTranslated from Armenian,Dec-15-2022_22-12,Water supply,https://list.am/en/item/18646546
Agricultural,6500 sq.m.,"Araratyan street, Nor Kyurin","$60,000",USD,"A plot of land is for sale in Nor-Kyrin, Ararat Marz.Total area: 6500 sq/mBuilding area: 50 sq/mGreenhouse: 700 sq/mGarden: 170 /mMeaning: AgriculturalAll communication facilities are available: Drinking water, irrigation water, gas, three-phase electricity, etc. , there is a garden with fruit trees.The land is privatized.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply",https://list.am/en/item/18646532
Agricultural,"450,000 sq.m.",Ararat › Ararat,"$1,125,000",USD,"45 гектар земли, Суренаван - Армаш, 5000 деревьев абрикоса, 7-10 летней посадки, независимая система полива (самотек), искусственное водохранилище на 3500 кубометров воды, вся территория огорожена забором, проведено электричество, собственная трансформаторная подстанция, ангар 150 м2. Дом с удобствами",Dec-15-2022_22-12,"Electricity, water supply",https://list.am/en/item/18641916
For Residential Development,1000 sq.m.,Ararat › Noyakert,"500,000 ֏",AMD,"Land near the house in the village of Noyakert, Ararat Marz, very suitable land for a farm, there is a drinking water line in the street, there is irrigation water 1000 square metersTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18445740
For Industrial Use,6270 sq.m.,Ararat › Vedi,"$55,000",USD,Production area in AraratTranslated from Armenian,Dec-15-2022_22-12,Electricity,https://list.am/en/item/18640518
Agricultural,4800 sq.m.,Ararat › Shahumyan,"$9,500",USD,Agricultural landTranslated from Armenian,Dec-15-2022_22-12,Water supply,https://list.am/en/item/18593108
Agricultural,4840 sq.m.,"3-րդ փողոց 1, Արբաթ","$31,000",USD,A plot of land for sale on Arbat Hart. Meaning of village. Area 4840 sq. M. Suitable for a greenhouse.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/15116054
Agricultural,4300 sq.m.,Ararat › Artashat,"9,000,000 ֏",AMD,The land is located on the main road of Burastan villageTranslated from Armenian,Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18635349
For General Purpose,1500 sq.m.,"20-th street, Ayntap Border","$38,000",USD,"1500 sq. M. Land near the house is for sale, fully fenced, with fruit trees, irrigation and drinking water, gas possibility.Partial sale of the land is possible.For details, call the indicated phone numberTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/16822801
For Residential Development,800 sq.m.,Ararat › Nor Kyank,"$11,000",USD,A semi-built house with fruit trees is for sale. C. New LifeTranslated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18634283
For General Purpose,3600 sq.m.,"Երեվանյան փողոց 24, Շահումյան","20,000,000 ֏",AMD,"The plot of land is adjacent to 3 houses, it is located right next to the Kilamichi road, it is provided with electricity and industrial water, the plot is fenced... 1000 meters, a newly prepared greenhouse with all the equipment. The space can be used for business purposes and other buildings.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18437192
Agricultural,"22,000 sq.m.","Ararat-Artashat Highway, Taperakan","$28,000",USD,"Newly planted productive garden, very close to the roadside and the road, colorful varieties, yield 50 to 60 tons. I have arable land of the same size near the land. Call for detailsTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18437151
For Residential Development,1000 sq.m.,Ararat › Masis,"$17,500",USD,"Продается участок под жилую застройку. Земля удобрена и ухожена и засеяна. Есть вода, электричество, газ, дорога. Находится в самом начале села Хачпар, рядом с Аргавандом.",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18633189
For General Purpose,1350 sq.m.,Ararat › Artashat,"$125,000",USD,Rose greenhouse for sale.Translated from Armenian,Dec-15-2022_22-12,"Electricity, water supply",https://list.am/en/item/18633169
For Residential Development,1000 sq.m.,Ararat › Artashat,"2,500,000 ֏",AMD,Call for partsTranslated from Armenian,Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18632956
Agricultural,1350 sq.m.,"1-ին փողոց, Ազատաշեն","$125,000",USD,"The greenhouse is in perfect condition. All facilities are available, call for details.Price: ConditionalConstant water, constant gas (medium), three-phase electricity, the greenhouse is ready for operation without interventions. There are semi-detached rooms and half-built rooms that need to be completed. Very close to the city, only 3 km.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18589083
Agricultural,"10,000 sq.m.",Ararat › Masis,"$30,000",USD,"Agricultural land for sale, Masisi region, Sipanik village.10,00 square meters - 1 hectareIt is located in the central part, on the side of the road.Irrigation water is available. It is suitable for growing any kind of crops.Translated from Armenian",Dec-15-2022_22-12,Water supply,https://list.am/en/item/18626724
Agricultural,1700 sq.m.,"Griboyedov Street 7, Dalar village","$2,400",USD,"It is located in the village of Dalar, next to the factory, in a very convenient place, near the asphalt, a 9-meter-wide negotiable road.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18625895
Agricultural,2600 sq.m.,Ararat › Urtsadzor,"$5,000",USD,"A productive garden is for sale in Shaghap settlement of Vedi community. There are apple, cherry, quince, walnut, and plum trees in the garden. There is also a two-story self-built cabin.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18625374
For Residential Development,800 sq.m.,"11-րդ փողոց 1, Խաչփար","$15,000",USD,"Land is for sale, it is very suitable for a residential building or for placing a ready-made hut (cottage) on it. It is fenced with wire mesh, there are fruit trees, it is provided with constant drinking water, electricity is attached. Energy and gas lines.There is one street inside the main street.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/16635344
For Residential Development,700 sq.m.,Ararat › Nor Kharberd,"8,000,000 ֏",AMD,"There are fruitful trees in the area, drinking and irrigation water is nearby, the surroundings are populated, there are no dachas, it is close to the house.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18543322
Agricultural,2000 sq.m.,Ararat › Verin Artashat,"1,700,000 ֏",AMD,"Orchard with peach, early plum and apple trees, permanent irrigation water, a short distance from the villageTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18380413
Agricultural,1400 sq.m.,Ararat › Geghanist,"$15,000",USD,All communications are nearby.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18411278
Agricultural,3450 sq.m.,"12-րդ փողոց, Խաչփար","$17,000",USD,"The land is for agricultural purposes. There is gas, drinking water, irrigation water, electricity near the area.Suitable for greenhouse economy.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18615952
For Industrial Use,1500 sq.m.,"13-րդ փողոց, Գեղանիստ","$17,000",USD,"A plot of land in the village of Geghanist, Ararat marz, is urgently for sale.The land is intended for industrial use and is located 5.5 km from the square.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18431645
For General Purpose,1800 sq.m.,"2-nd street, Norabac","$27,500",USD,"The land is located 2 km from Yerevan city, I will negotiate with the real buyer, call the indicated number.Translated from Armenian",Dec-15-2022_22-12,"Electricity, water supply, natural gas",https://list.am/en/item/18612668
For Residential Development,665 sq.m.,"16-րդ փողոց 7/1, Նոր Խարբերդ","$39,000",USD,A land of 665 square meters with a 2-storey building is for sale in New Kharberd.Translated from Armenian,Dec-15-2022_22-12,,https://list.am/en/item/18574274
For General Purpose,750 sq.m.,Ararat › Artashat,"$22,000",USD,"Land area for general use, frontage 22m, 750 sq. M.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18609536
For Residential Development,460 sq.m.,Ararat › Norabats,"7,000,000 ֏",AMD,"The land is located in the center of Norabats community, next to the school. Electricity poles, gas and water pipes are located close to the land.Translated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18607798
For Residential Development,1000 sq.m.,Ararat › Darakert,"$18,000",USD,"Darakert village, Ararat region1000 square metersAll utilities are available near the housenewly built houses in the vicinity1 km away from YerevanTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18606086
Agricultural,5500 sq.m.,"Ստեփանյան փողոց 61, Մխչյան","$22,000",USD,"The land is located in the Mkhchyan community of Ararat region, the land consists of two parts, 1000m/sq near the house and 4500m/sq private, the total area is 5500m/sq. The land is electrified with its own artesian for irrigation. The land is completely covered with cherry, cherry, mulberry, apricot, walnut, quince plantations;The adjacent and privatized plots are not sold separately, only together.Translated from Armenian",Dec-15-2022_22-12,Electricity,https://list.am/en/item/18605560
For Industrial Use,1200 sq.m.,Ararat › Getapnya,"$100,000",USD,"Land for saleArarat, village Getapnya1200 square meter industrial plotWith the possibility of adding 2000 square metersFencedall utilities are availableTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18602656
For Residential Development,1000 sq.m.,Ararat › Getapnya,"$40,000",USD,"Ararat, Getapnya1000 square metersat homeall utilities are availablefencedBuilt 1 room renovatedTranslated from Armenian",Dec-15-2022_22-12,,https://list.am/en/item/18602619
Agricultural,"10,000 sq.m.",Ararat › Masis,"$9,700",USD,"Վաճառվում է վարելահող Արարատիմարզի Սիփանիկգյուղում՝ 1 հեկտար, Հովտաշատ (մեյմանդարին) կից, հողի սկզբնային մասում կա ոռոգման ջուր, գինը 10000$ սակարկելի, գտնվում է Երեւանից 13կմ հեռավորության վրա։ Կարող է օգտագործվել որպես ջերմոց, սառնարանային տնտ. ՝ հողի նշանակությունը փոխելով։ Հնարավոր է փոխանակում մեքենայի հետ.",Dec-15-2022_22-12,,https://list.am/en/item/15169093
