Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links
Stone,No,Not available,2,79 sq.m.,3,1,from 3 m,2,Open balcony,Available,Cosmetic Renovation,Armavir › Echmiadzin,"$53,000",USD,A 3-room apartment is for sale in the central part of the city of Etchmiadzin.Translated from Armenian,Dec-15-2022_22-57,,,Yard view,,https://list.am/en/item/18670071
Stone,No,Not available,5,35 sq.m.,1,1,from 2.7 m,5,Not available,Not available,Partial Renovation,Armavir › Echmiadzin,"$32,000",USD,"The apartment is located in Etchmiadzin, in a stone building, it has all utilities, the ceiling height is 2.7m, the roof is repaired.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18669967
Stone,No,Not available,5,85 sq.m.,3,1,from 2.7 m,3,Open balcony,Not available,Partial Renovation,Armavir › Echmiadzin,"$52,000",USD,"Apartment in Charents, located in a stone building in average condition, has all utilities, ceiling height 2.7m.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18669650
Stone,No,Not available,5,63 sq.m.,1,2,from 2.8 m,1,Open balcony,Not available,Major Renovation,"1 թաղամաս, Մեծամոր","12,000,000 ֏",AMD,Renovated very suitable for office semi-basement as shopTranslated from Armenian,Dec-15-2022_22-57,,,,Playground,https://list.am/en/item/18665523
Stone,No,Not available,4,110 sq.m.,3,1,from 2.75 m,3,Multiple balconies,Available,Partial Renovation,"Ջիվանի փողոց, Արմավիր","$50,000",USD,"An apartment is for sale on Jivani Street, in front of VTB Bank, it has hot and cold water, partially furnished. A warm house in the sun. It has an open and closed balcony. Iron door, euro windows, price negotiable.Translated from Armenian",Dec-15-2022_22-57,,"Fridge, stove","Yard view, street view",,https://list.am/en/item/18661630
Stone,No,Not available,2,381 sq.m.,6,1,from 2.5 m,2,Multiple balconies,Not available,No Renovation,Armavir › Shahumyan,"$32,000",USD,A 2-storey normal house apartment for sale. UrgentlyTranslated from Armenian,Dec-15-2022_22-57,,,"Yard view, street view, park view, view of Ararat",,https://list.am/en/item/18660188
Stone,No,Not available,5,82 sq.m.,3,1,from 2.75 m,3,Open balcony,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$43,000",USD,"AS062:A 3-room apartment on the 5th/3rd floor is for sale in Zvartnots. The apartment is cosmetically renovated, has 1 open and 1 closed balcony. The total area is 82 square meters. The cost is $43,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18111848
Stone,No,Not available,5,79 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$47,000",USD,"The apartment is located in Charents, in a stone building, in average condition, it has all utilities, the ceiling height is 2.7m, it has an open balcony, the roof is in average condition.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18656117
Stone,No,Not available,5,54 sq.m.,2,1,from 3.2 m,5,Closed balcony,Available,Designer Renovation,Armavir › Echmiadzin,"$90,000",USD,It is paid together with furniture equipment.Translated from Armenian,Dec-15-2022_22-57,Outdoor parking,"Fridge, stove, washing machine","Yard view, street view, city view, view of Ararat",Intercom entry,https://list.am/en/item/18630965
Panels,No,Not available,5,75 sq.m.,3,1,from 2.7 m,1,Not available,Not available,Partial Renovation,Armavir › Echmiadzin,"$47,000",USD,"The apartment is located in Zvartnots district, has all utilities, heating system, ceiling height 2.7m, basement, garage, closed balcony.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18655907
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,1,Open balcony,Not available,No Renovation,Armavir › Echmiadzin,"$44,000",USD,"AS058:K. A 3-room apartment on the 5/1st floor is for sale in Etchmiadzin. The apartment is provided with all utilities, has a two-sided open balcony and a plot of land. The area is 76 square meters. Is. The cost is $44,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18517961
Stone,No,Not available,5,74 sq.m.,3,1,from 3 m,4,Open balcony,,Old Renovation,"Վռամ Կոստանյան փողոց 1, Վաղարշապատ","$59,000",USD,"The apartment is sunny, has windows on both sides and a balcony. There is a separate kitchen. Located in the most central part of Etchmiadzin. Old repair.There is also a garage, which will be provided for $2,000 upon purchase of the apartment.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18474266
Stone,Yes,Not available,5,84 sq.m.,3,1,from 2.75 m,5,Open balcony,Not available,No Renovation,Armavir › Echmiadzin,"$60,000",USD,"Apartment in the central part of Etchmiadzin, has a total area of 83.5 square meters, with all communal facilities, has a cellar, a basement, is located on the 5th / 5th floor of a stone building.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/17098459
Stone,No,Not available,5,90 sq.m.,3,1,from 2.8 m,3,Multiple balconies,Not available,No Renovation,Armavir › Merdzavan,"$50,000",USD,"Condition, price under contract.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18051416
Panels,No,Not available,5,56 sq.m.,2,1,from 2.6 m,3,Closed balcony,,Old Renovation,Armavir › Metsamor,"$30,000",USD,"Продается двухкомнатная квартира, переделанная в трехкомнатную.Окна поменены на евроГазовый котел новыйСтиральная машина новаяВ ванной комнате идет капитальный ремонт.32 дом",Dec-15-2022_22-57,,,,,https://list.am/en/item/18503201
Panels,No,Not available,5,66 sq.m.,2,1,from 2.75 m,5,Closed balcony,Not available,Partial Renovation,"1district, Metsamor","10,000,000 ֏",AMD,"The price is negotiable. The apartment is located near the municipality, kindergarten, school. Needs cosmetic repairs.Translated from Armenian",Dec-15-2022_22-57,,,"Yard view, street view, city view, park view, view of Ararat",,https://list.am/en/item/18614401
Stone,No,Not available,4,62 sq.m.,2,1,from 2.75 m,3,Closed balcony,By agreement,Old Renovation,Armavir › Armavir,"7,500,000 ֏",AMD,"An apartment is for sale on the 3rd floor of a residential building, in the village of Baghramyan, Armavir region.Rooms:2 bedrooms,living room,-kitchen,-corridor,balcony,bathroom and toilet.Provided with gas and water. Located on the third floor of a 4-story building. The apartment is in normal condition. It also has 2 adjacent plots of land (total 500 square meters)Translated from Armenian",Dec-15-2022_22-57,Outdoor parking,,"Yard view, street view, park view",,https://list.am/en/item/18611157
Stone,No,Not available,3,68 sq.m.,3,1,from 2.8 m,1,Closed balcony,Available,Partial Renovation,Armavir › Mayisyan,"11,000,000 ֏",AMD,"A 3-room partially renovated apartment is for sale. It is on the first floor of a three-story building. In front of the building there is a garage for two cars, a cattle shed and a small plot of land with fruit trees. A plot of land of 3000 square meters is for sale with the house.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18453734
Stone,No,Not available,5,90 sq.m.,3,1,from 2.8 m,3,Multiple balconies,Available,Euro Renovation,Armavir › Echmiadzin,"$105,000",USD,"AS037:K. A 3-room apartment on the 3rd floor is for sale on Mashtots street in Etchmiadzin. The apartment is renovated and luxuriously furnished, the whole property is for sale, there are 3 balconies along with the appliances. A heating system, an air conditioner is installed, and the windows and doors have been changed. The cost is $105,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,"Air conditioner, fridge, stove, washing machine","Yard view, street view, city view, park view",,https://list.am/en/item/18597089
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$49,000",USD,"AS038:K. A 3-room apartment on the 5th/5th floor is for sale on Shahumyan Street in Etchmiadzin. The apartment has been fully renovated, the windows and doors have been changed. There is an open balcony and 2 basements. The cost is $49,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18591037
Stone,No,Not available,4,140 sq.m.,3,1,from 3.5 m,3,Open balcony,Available,Euro Renovation,Armavir › Echmiadzin,"$110,000",USD,"AS044:K. A luxury 3-room apartment on the 4th/3rd floor is for sale in the center of Etchmiadzin. The apartment has just been completely renovated, the heating system and kitchen furniture have been installed, there is a large balcony. The total area is 140 square meters, and the ceiling height is 3.5 m. The price is $110,000, negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,"Air conditioner, stove, washing machine, drying machine","Yard view, street view, city view, view of Ararat",,https://list.am/en/item/18507795
Stone,Yes,Not available,4,65 sq.m.,3,1,from 3 m,4,Not available,Available,Major Renovation,Armavir › Echmiadzin,"$60,000",USD,"AS046:K. A 3-room apartment on the 4th/4th floor is for sale in the central street of Etchmiadzin. The apartment has been fully renovated, the windows have been changed, the floor is laminate. For sale with all property, equipment. The cost is $60,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18541769
Stone,No,Not available,5,79 sq.m.,3,1,from 2.7 m,3,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$46,000",USD,"A 3-room apartment on the 3rd floor of a 5-story building is for sale on Charents Street, Etchmiadzin, on the first line.New code 18273Translated from Armenian",Dec-15-2022_22-57,,,"Yard view, street view",,https://list.am/en/item/14387722
Stone,No,Not available,2,100 sq.m.,4,1,from 2.8 m,1,Not available,Available,Designer Renovation,Armavir › Echmiadzin,"$59,000",USD,"Code 18380A 4-room apartment on the 1st floor of a stone building is for sale not far from the 2nd school of Etchmiadzin. There is a taxi, air conditioner, garage, chula, 2 entrances / there is no other house in Padyezd / etc.Translated from Armenian",Dec-15-2022_22-57,,"Air conditioner, fridge, stove, dishwasher, washing machine, drying machine",Yard view,,https://list.am/en/item/18575129
Panels,Yes,Not available,5,64 sq.m.,2,1,from 3 m,2,Open balcony,,Major Renovation,"Baghramyan street, Armavir","$37,000",USD,"It is renovated, has heating. Partial furniture is provided with the apartment.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18573705
Panels,Yes,Not available,5,80 sq.m.,3,1,from 3.2 m,3,Multiple balconies,Available,Major Renovation,"Եղիշե Չարենցի փողոց 27, Արմավիր","$61,000",USD,"The apartment is fully renovated. 2 bedrooms, 1 living room, separate kitchen, bathroom, storage room, The house is not inhabited. Furnished - refrigerator, washing machine, oven. NEGOTIABLETranslated from Armenian",Dec-15-2022_22-57,Outdoor parking,"Fridge, washing machine",,,https://list.am/en/item/18378503
Stone,No,Not available,5,109 sq.m.,5,1,from 2.7 m,5,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$37,000",USD,"AS047:A 5-room apartment on the 5/5th floor is for sale in Zvartnots. It is equipped with all utilities, but needs repair. The total area is 109 square meters. The price is $37,000, negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18562998
Stone,No,Not available,5,52 sq.m.,3,1,from 2.7 m,1,Closed balcony,,Major Renovation,Armavir › Echmiadzin,"$52,000",USD,"The apartment is located in the Charents district, in a stone building, it has all the utilities, it has a heating system, the floor is heated, the ceiling height is 2.7m, the apartment is fully renovated.Translated from Armenian",Dec-15-2022_22-57,,,,,https://list.am/en/item/18556138
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,5,Open balcony,,Cosmetic Renovation,Armavir › Armavir,"$57,000",USD,"Прадается 3 комн. Квартира в центре городе Армавир. В квартире газ, вода электричество. Рядом с домом есть все неабходимое для жизни: Магазини, салони красоты, Ucom. (Сотовая связ), банки, парк, церков, жд вокзал, авто вакзал и так далее.Срочно. Торг возможен!",Dec-15-2022_22-57,,,,,https://list.am/en/item/18506693
