Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Condition
House,Stone,2770 sq.m.,1,4,1,Old Renovation,2770 sq.m.,"2-nd street, Bazmaghbyur","$45,000",USD,"The house is located in Bazmaghbyur village of Ashtarak. It has an orchard, a storage room, a pantry, a toaster. There is constant drinking water of mountain quality, also irrigation water, there is a canning factory next to the house, which provides the village with work.Translated from Armenian",Dec-15-2022_21-59,Available,1 spot,,,,https://list.am/en/item/18402980,
House,Stone,110 sq.m.,1,4,1,Major Renovation,1100 sq.m.,Aragatsotn › Agarak,"$110,000",USD,"Code: H0441Own house in Agarak for sale.The living area is 110 square meters.It has an entrance, a spacious living room, 3 bedrooms, a bathroom, a bathroom.The house is completely renovated, Baxi system is installed.All household amenities are available.In the yard there is a swimming pool, summer outdoor pavilion, barbecue, fruit refrigerator.It has a parking space for 2-3 cars.The area of the land is 1100 square meters, where there are various productive trees.There is also a cattle barn with an area of 20 square meters and a bakery with an area of 31.5 square meters.The house is fenced on four sides.Price: $110,000 negotiable.Translated from Armenian",Dec-15-2022_21-59,Available,3 or more spots,"Swimming pool, fireplace, barbecue oven, gazebo",,"Electricity, water supply, natural gas",https://list.am/en/item/18602272,
House,Stone,272 sq.m.,2,4,1,Euro Renovation,1615 sq.m.,Aragatsotn › Voskevaz,"22,349,925 ֏",AMD,"The property is a collateral of the Bank, which is in the auction of the CSIRO.Aragatsotn region, Voskevaz community, 12th street, residential house number 16: 272.2 square meters, plot: 1615 square meters. The building has 2 floors, the walls are made of tuff stone, the foundation is made of monolithic reinforced concrete, the entrance door is made of metal, the internal doors are made of wood, the windows are made of metal-plastic. Electricity, gas, water. There are a bakery: 32.2 square meters, a glass greenhouse: 272.2 square meters, a boiler room: 8.9 square meters, a bathroom: 5.1 square meters, a warehouse: 7.6 square meters, a half-built building: 27.4 square meters, a roof: 18.4 square meters, a fence: 3.8 square meters /6.8 square meters/.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-15-2022_21-59,Not available,Not available,,,"Electricity, water supply, natural gas",https://list.am/en/item/18516910,House is Finished
House,Stone,298 sq.m.,3,8+,2,No Renovation,600 sq.m.,Aragatsotn › Ashtarak,"$45,000",USD,"The house is a solid building, semi-detached and has a garage for up to 3 cars.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18540602,
House,Stone,140 sq.m.,2,2,1,Old Renovation,"25,500 sq.m.","6th Street, Kosh","$50,000",USD,"A two-storey house of 140m/2 is for sale, it has a large balcony, it is renovated in the old style, it has a bergamot garden, the area is 1500m/2, the yard of the house also has the possibility of building additional structures.There is also a fenced area, which is also paid with the apartment. The land area is 24000m/2.Translated from Armenian",Dec-15-2022_21-59,Available,1 spot,,,,https://list.am/en/item/18585358,
House,Stone,140 sq.m.,2,2,1,Old Renovation,"39,000 sq.m.","6th Street, Kosh","$65,000",USD,"A two-story house of 140m/2 is for sale, it has a large balcony, it is renovated in the old style, it has a bergamot garden, the area is 15000m/2, the yard of the house also has the possibility of building additional structures.There is also a fenced area, which is also paid with the apartment. The land area is 24000m/2.Translated from Armenian",Dec-15-2022_21-59,,1 spot,,,,https://list.am/en/item/18585353,
House,Stone,324 sq.m.,2,6,2,Partial Renovation,900 sq.m.,Aragatsotn › Ashtarak,"$59,000",USD,"Продается дом!Дом очень большой и имеет возможность быть переделан как под бизнес проекты так и в личных целях!Все удобства имеются информация по телефону! Я собственник время продажи ограничено, в доме есть собственная котельня, участок имеет два подхода с двух улиц, + гараж!",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18561151,
House,Stone,140 sq.m.,1,3,1,Old Renovation,1377 sq.m.,Aragatsotn › Nerkin Sasnashen,"$25,000",USD,"A 3-room private house is for sale in the center of Nerkin Sasnashen village.It has a basement, a large kitchen, 2 large bedrooms, a living room, a garden with productive trees.It has constant water, functioning sewerage.The price is negotiable for real buyers.Translated from Armenian",Dec-15-2022_21-59,,Not available,,,,https://list.am/en/item/18491672,
House,Stone,182 sq.m.,1,4,1,Major Renovation,120 sq.m.,"Улица Месропа Маштоца, Аштарак","$65,000",USD,"Վաճառվում է չորս սենյականոց մեկ հարկանի առանձնատուն Աշտարակում։ Տունը գտնվում է ճանապարհի վրա՝ առաջին գիծ:Յուրաքանչյուր սենյակի մակերեսը 24 ք. Մ: Տան ամբողջական մակերեսը 182 ք. Մ է: Առանձնատունն ունի գազ, խմելու ջուր, բաքսի։ Խոհանոցը ունի հատակային ջեռուցում։ Առկա է սանհանգույց, նկուղ, ներկառուցված ավտոտնակ, պատշգամբ և այգի։ Ամբողջ ամառ, գարուն և աշուն ոռոգման ջուր կա։Գինը՝ 65.000$։ Գինը սակարկելի է:Продается одноэтажный дом в Аштараке. Дом находится на дороге, на первой линии. В доме 4 комнаты, каждая площадью в 24 кв. М. Общая площадь дома 182 кв. М. В доме газ, питьевая вода, бакси. Кухня с теплым полом, ванная, туалет, подвал, встроенный гараж, сарай, балкон с выходом в сад (патио) Все лето, весну и осень есть вода для полива.Цена 65000$. Возможны скидки.",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18554694,
Country House,Stone,534 sq.m.,2,5,3+,Designer Renovation,2400 sq.m.,"1-ին փողոցի 1-ին նրբանցք 1, Բյուրական","$500,000",USD,"A modern summer house for sale in Byurakan, in an elevated area. The summer house has a large plot of land with fruit trees, an outdoor swimming pool, a large terrace with a view of Mount Ararat, a garage. In the garden is a stone cottage with its own bathroom and kitchen. The house has a sauna, a fireplace, a laundry room. All amenities are available for a perfect stay. For details, call the indicated phone number.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18551826,
House,Stone,80 sq.m.,1,3,1,Designer Renovation,800 sq.m.,"Улица Гарегина Нжде, Апаран","22,500,000 ֏",AMD,"Продаётся дом/дача в городе Апаран в 60км к северу от Еревана, 40 минут пути, 2 спальни, санузел, горячая вода, WiFi, 800 квадратных метров земли и т. Д.Վաճառվում է տուն - ամառանոց Ապարանում, продажа дома дача в городе Апаран, купить дом, покупать дом",Dec-15-2022_21-59,Available,1 spot,,"Fridge, stove","Electricity, water supply, natural gas, sewerage",https://list.am/en/item/18539789,
House,Stone,1600 sq.m.,1,4,1,Old Renovation,1500 sq.m.,Aragatsotn › Aparan,"$21,000",USD,Summer house for sale by owner in Shenavan village of Aparantowards the sunthe size of the plot is 1500 square metersthe size of the building is about 100 square metersTranslated from Armenian,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18538890,
House,Stone,192 sq.m.,2,7,1,Partial Renovation,600 sq.m.,"Թամազյան փողոց, Աշտարակ","$45,000",USD,A two-story private house is for sale. The house has a plot of 600 square meters with fruit trees.The house is located on Tamazyan Street.Translated from Armenian,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18536908,
House,Stone,110 sq.m.,1,3,1,Partial Renovation,600 sq.m.,"Grigor Lusavorich street, Mughni","$90,000",USD,"Ashtarak, Mughni district.One-storey private house, with all amenities. Plaster, has a fruit garden.The size of the land is 600 square meters.The size of the house is 11 * 10.6 m.For more information call:I will exchange it with an apartment in YerevanTranslated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/15265427,
House,Stone,100 sq.m.,1,4,2,Old Renovation,920 sq.m.,Aragatsotn › Voskevaz,"$25,000",USD,"A residential house is for sale in the central part of Voskevaz, on the 8th alley of Aragats street.It consists of 2 buildings, the new part was built 30 years ago, has 2 bedrooms-living room.The old building - kitchen area - room.The total area of the house is 100 square meters + auxiliary buildings are 55 square meters.The land is 920 square meters, in which strawberries are grown.For other details, call or write to the mentioned number.Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/17260489,
House,Stone,317 sq.m.,2,3,1,No Renovation,1000 sq.m.,Aragatsotn › Ashtarak,"$65,000",USD,"A two-story semi-detached private house is for sale in Ashtarak.The house is unfurnished. Rooms are not separated.All communications are located right next to the house.The area of the house is 317 square meters.The area of the land is 1000 square meters.The house is fenced on 4 sides.The door and gate are blacksmiths.Price: $65,000 negotiable.Code H0424Translated from Armenian",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18464280,
House,Stone,260 sq.m.,2,6,2,Old Renovation,1200 sq.m.,Aragatsotn › Aghdzk,"$63,000",USD,"Code: H0432Two-story private house for sale in Dzorap.Area: 260 square metersThe first floor is a semi-basement.The house has an entrance, 2 dining rooms, 4 bedrooms, 2 bathrooms.The house is in an old condition, it needs general repairs.All communications are provided.There is also a plot of land near the house with an area of 1200 square meters.Price: $63,000 negotiable.Translated from Armenian",Dec-15-2022_21-59,,Not available,,,,https://list.am/en/item/18414089,
House,Stone,200 sq.m.,2,4,1,Cosmetic Renovation,1000 sq.m.,"Մուղնի գյուղ, Աշտարակ","$65,000",USD,Furnishings near the schoolTranslated from Armenian,Dec-15-2022_21-59,,,,,,https://list.am/en/item/18459432,
House,Stone,100 sq.m.,1,4,1,Old Renovation,120 sq.m.,Aragatsotn › Talin,"$30,000",USD,"Собственный дом с фруктовым садом: Яблоневые, грушевые, абрикосовые, сливовые, ягодные, в основном ореховые деревья. Есть постоянная вода и электричество, с отдельной газификацией на указанном участке. Каменный гараж с коробкой. Каменные постройки для содержания коз и других животных, примыкающие к ним отдельные постройки: Кладовая, кладовая. Квартира меблирована, можете жить как хотите. Кухня разделена на две зоны, для столовой и для приготовления пищи. Территория разграничена металлическими воротами.",Dec-15-2022_21-59,,,,,,https://list.am/en/item/18403276,
