Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links
House,Stone,128 sq.m.,1,6,1,Not available,Not available,Old Renovation,Lorri › Shirakamut,"1,676,297 ֏",AMD,"The property is at auction.Lori region, Shirakamut village, residential house at 11b / 2, 127.78 square meters, land plot: 2180 square meters. The building is one-storey, four rooms, the windows are wooden, the entrance door is metal, the inner doors are wooden, it also has ․ electricity, water, gas, part of the house without decoration. The total area is 127.8 square meters. There is a barn of 26 square meters, a garage of 26 square meters.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.! Attention!The property is encumbered with actual users, whose eviction բոլոր all necessary costs arising from the contract and actions will be performed by the successful bidder.Translated from Armenian",Nov-25-2022_00-22,2180 sq.m.,,,,https://list.am/en/item/14216060
House,Stone,122 sq.m.,1,4,1,,,Old Renovation,"Գարեգին Նժդեհի փողոց 5, Ագարակ","4,000,000 ֏",AMD,"The house is located in Agarak village of Stepanavan, it needs renovation.Translated from Armenian",Nov-25-2022_00-22,550 sq.m.,,,,https://list.am/en/item/17522304
House,Stone,120 sq.m.,2,5,2,Not available,2 spots,Partial Renovation,"Սունդուկյան փողոց 47, Վանաձոր","$55,000",USD,"There is no wall adjacent to the house, it is very sunny, solidly built. Sundukyan 30:00Translated from Armenian",Nov-25-2022_00-22,270 sq.m.,,,,https://list.am/en/item/18190795
Country House,Stone,510 sq.m.,3,5,2,,,Partial Renovation,Lorri › Pambak,"$30,000",USD,3 этажный дом (дача) в Рамбаке,Nov-25-2022_00-22,900 sq.m.,,,,https://list.am/en/item/18138877
House,Stone,150 sq.m.,3,5,1,,,Major Renovation,Lorri › Vanadzor,"$65,000",USD,"3-storey 5-room private house for sale, c. Vanadzor, Dimats district, 41 Tsaturyan street (behind Livar store) It is close to the bus stop, schools, shops. The total area is 150 square meters. There are 2 rooms on the 1st floor, 1 of which is a fruit refrigerator with all its amenities, with a capacity of 13 tons, next to which there is a storage room. Like a basement with all its amenities. On the 2nd floor there is 1 living room, 2 bedrooms, 1 kitchen, a bathroom, a corridor. On the 2nd floor, next to the kitchen, there is an entrance with an open balcony (there is a stone) On the 3rd floor there is a living room and 1 bedroom. The house was built after the earthquake. All rooms are furnished with Malaysian furniture. The house is for sale together with all the property and equipment. There is a heating system. The house is powered by three-phase electricity. The house is provided with constant water and gas. There is a stone garage with all its amenities.Only real buyers should call. Please do not disturb the agents.Translated from Armenian",Nov-25-2022_00-22,150 sq.m.,,,,https://list.am/en/item/16369341
House,Stone,258 sq.m.,2,6,2,,,No Renovation,Lorri › Stepanavan,"$17,000",USD,"Продается дом, в уютном городе степанаван, 4-й микрорайон 6-ая улица. , общей полщадью 286 кв метров, участок 6 соток.Дом строили для себя, позтому на материалах не жкономили, очень прочный фундамент! , остальные вопросы по телефону!",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18110264
House,Stone,139 sq.m.,1,5,1,,,Old Renovation,Lorri › Vardablur,"$20,000",USD,"В деревне Вардаблур продается жилой дом общей площадью 139 м. Кв. , Есть подвал, балкон. Дом находится на самом центре деревни (ворота выходят на основную трассу) От дома до озер по примой 100-120 метров. Общая площадь придомовой территории--1190 м. Кв. На придомовой территории есть летная кухня (отдельно стоящое строение, площадью 30м. Кв и хлев - 46 м. Кв) В доме проведено отопление (поровое с отдельно стоящим котлом), есть ванная комната, туалет. Есть плодоносящие деревья, яблони, груши, орех, вишня, крыжовник, и много чего.)",Nov-25-2022_00-22,1190 sq.m.,,,,https://list.am/en/item/17080515
House,Stone,300 sq.m.,2,8+,2,,,Major Renovation,Lorri › Stepanavan,"$100,000",USD,"A two-story private house of 300 square meters with furniture is for sale in the city of Stepanavan, Lori marz. The plot of land near the house is 600 square meters. The house is in excellent condition. Number of rooms: 8, with two kitchens, separate bathroom. It is equipped with a European heating system, it is gasified, there is constant hot and cold water. It has an open balcony. In the yard there is a separate garage of 27 square meters, an outbuilding next to the house, a barbecue.Translated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18140254
House,Stone,585 sq.m.,2,8+,2,,,Old Renovation,"Улица Маргаряна 6, Ванадзор","$35,000",USD,"Продается старый, двухэтажный, капитальный дом в Ванадзоре. 10-15 минут пешком от центра города. Дом находится в экологически чистом районе, вокруг горы и леса. Чистый воздух. Есть плодовых деревья (слива, грецкий орех, яблони, груша, персик, кизил, фундук, малина, чёрная и красная смородины, клубника, лоза виноградная, вишня) Огород, в котором успешно плодоносят картошка, горох, фасоль стручковая и красная, свёкла, помидоры, огурцы и т. Д. Есть цветник, сирень, розы и т. Д. Есть хлев и курятник. Дом продаётся вместе с мебелью и техникой. Возможен обмен на дом или квартиру в Тбилиси и ближайших окраинах города.",Nov-25-2022_00-22,345 sq.m.,,,,https://list.am/en/item/17928350
House,Stone,150 sq.m.,2,4,1,,,Old Renovation,Lorri › Vanadzor,"12,000,000 ֏",AMD,"Каменный дом с участком и 2-3 местным гаражом в городе Ванадзор. Находится не далеко от новой церкви, почти центр города. 4 комнаты, кухня, ванная, туалет и прихожая. Отличное месторасположение. Требуется ремонт.На участке плодовые деревья и кусты, подсобка с погребом.Есть возможность делать большую площадку с навесом (типа беседки) на крыше гаража и соединить с лестничной площадкой дома. Продаётся только второй этаж. Можно построить и третий этаж.Рассмотрим обмен с квартирой тоже.",Nov-25-2022_00-22,15 sq.m.,,,,https://list.am/en/item/18181896
House,Stone,115 sq.m.,1,3,1,,,Cosmetic Renovation,"Болгарский район 77, 2-й квартал","$16,000",USD,"Продается дом в городе Ванадзор, Болгарский район, 2-ой квартал. В доме имеется две спальни, гостиная, большая кухня, столовая, санузел, два подвала с разными входами. Есть круглосуточная горячая и холодная вода, газофицирован. Место тихое спокойное, есть все удобства для постоянного проживания, или дачного отдыха. Дом приватизирован, 1 собственник. Поможем при оформлении покупке по ипотеке.Через дорогу от дома (примерно 10 метров) имеется земельный участок 8 соток, есть плодовые деревья. Участок с правом на пользование зарегистрирован на имя собственника дома, в пользовании боле 25 лет, при решении о приватизации этих земель имеются все преимущества.Վաճառվում է բնակելի տուն ք. Վանաձոր, Բուլղարական 2 ավան: Բնակարանն ունի 2 ննջասենյակ, հյուրասենյակ, մեծ խոհանոց, ճաշասենյակ, սանհանգույց, 2 նկուղ տարբեր մուտքերով: Կա մշտական տաք և սառը ջուր, գազաֆիկացված է: Բնակարանը գտնվում է հանգիստ վայրում, ունի բոլոր հարմարությունները ինչպես մշտական բնակության, այնպես էլ սեզոնային հանգստի համար: Բնակարանը սեփականաշնորհված է, ունի 1 սեփականատեր: Կաջակցենք հիպոթեկային տարբերակով գնելու դեպքում:Բնակարանի և փողոցի մյուս կողմում (մոտավոր 10 մետր) կա հողամաս 8 հարյուր քմ ընդհանուր մակերեսով, ունի բերքատու ծառեր: Հողամասը օգտագործման իրավունքով գրանցված է բնակարանի սեփականատիրոջ անունով, տիրապետության տակ է 25 տարուց ավել, այդ տարածքի հողամասերի սեփականաշնորհելու մասին որոշում կայացնելու դեպքում, ունի առաջնահերթության բոլոր իրավունքները:",Nov-25-2022_00-22,,,,,https://list.am/en/item/18179239
House,Stone,400 sq.m.,1,5,1,Not available,Not available,Partial Renovation,"Nizami street, Vanadzor","$17,500",USD,"Stone house in Bosch burial, the price is negotiable, call for detailsTranslated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/15705204
House,Stone,70 sq.m.,1,2,1,,,Old Renovation,"Dprotsi street, Vanadzor","$17,000",USD,"Վաճառվում է տուն Ք. Վանաձոր Վանաձոր թաղամասում. Ունի մշտական ջուր, լույս ունի նաև հողատարածք հարմար է առանձնատուն սարքելու համար։Ունի հողատարածք 300քառ. Մ, իր մեջ ընդգրկում է նաև նկուղային հարկ։Զանգեն ռեալ գնորդները։",Nov-25-2022_00-22,,,,,https://list.am/en/item/13439838
House,Stone,150 sq.m.,2,4,1,Not available,3 or more spots,Old Renovation,Lorri › Vanadzor,"12,000,000 ֏",AMD,"Продаётся только второй этаж, каменный дом с участком и 2-3 местным гаражом в городе Ванадзор. Находится не далеко от новой церкви, почти центр города. 4 комнаты, кухня, ванная, туалет и прихожая. Отличное месторасположение. Требуется ремонт.На участке плодовые деревья и кусты, подсобка с погребом.Есть возможность делать большую площадку с навесом (типа беседки) на крыше гаража и соединить с лестничной площадкой дома. Можно построить и третий этаж.Рассмотрим обмен с квартирой тоже.",Nov-25-2022_00-22,15 sq.m.,,,,https://list.am/en/item/17784309
Country House,Monolith,600 sq.m.,2,6,1,,,Cosmetic Renovation,"Улица Матросова 1, Степанаван","$38,000",USD,Price is negotiable. For sale urgently.Translated from Armenian,Nov-25-2022_00-22,220 sq.m.,,,,https://list.am/en/item/17397650
House,Stone,140 sq.m.,2,4,1,,,Old Renovation,Lorri › Vanadzor,"$15,000",USD,"Please read to the end and then call. A detached house in the village of Shahumyan, with all utilities, is for sale urgently. It is also exchanged for an apartment. It has 2 barns, a hay shed, a basement (very dry), the first floor is the house, the second floor is a large masard, 1100 square meters of land next to the house. The house is a 5-minute walk from the bus stop and a little uphill. For details, call the indicated number.Translated from Armenian",Nov-25-2022_00-22,1100 sq.m.,,,,https://list.am/en/item/11948060
House,Stone,200 sq.m.,1,4,1,Not available,Not available,Old Renovation,"Улица Вардананц 49/1, Ванадзор","$16,500",USD,Q. Vanadzor 200 sq. M. Private house in VanadzorTranslated from Armenian,Nov-25-2022_00-22,87 sq.m.,,,,https://list.am/en/item/16011226
